hfq_lcd_1,hfq_lcd_2,nb_ints,bp_fdr
574,1146,1720,0.3975116527519486
1217,487,1704,0.12196444410581492
1224,479,1703,2.0732300033439524e-13
1160,536,1696,8.950997228013393e-14
1221,466,1687,1.2876306092019091e-9
1184,496,1680,0.000973982279995316
552,1113,1665,0.4908366836009763
1230,433,1663,0.11741270453294912
1416,235,1651,5.6328594579854156e-11
1240,407,1647,0.0019359673145037447
1177,463,1640,6.297838128614708e-13
1103,529,1632,0.0003407154784705581
1141,482,1623,6.967777098231029e-10
1188,415,1603,0.35270282393404856
991,548,1539,3.400694442687015e-31
1061,462,1523,4.15650623642379e-18
1096,425,1521,0.15825796727093777
1099,413,1512,4.2228310233997233e-5
1025,478,1503,0.10644627622097674
1007,488,1495,1.5185187675484615e-7
1038,447,1485,0.00790632807386165
1031,452,1483,2.0569104703290693e-13
470,1006,1476,0.9063225015573723
419,1048,1467,0.8949950374154003
1029,434,1463,0.00010552287471745226
1042,400,1442,0.001955155024580015
994,444,1438,0.7659187175498298
914,515,1429,2.853803582193313e-9
480,945,1425,0.2580595767923911
879,541,1420,NaN
492,924,1416,NaN
918,494,1412,0.8418168267177661
432,978,1410,0.7189094959893816
1151,256,1407,8.095135465912552e-12
978,428,1406,0.9799588626550771
996,410,1406,5.713730090376868e-15
405,988,1393,0.9118418350915881
1025,367,1392,0.09331494238381467
771,620,1391,0.21603881787141976
982,408,1390,2.4850331752786367e-6
1033,355,1388,0.3239112752640122
1069,319,1388,2.8484502147478635e-60
1047,325,1372,0.2461054741725501
943,426,1369,2.4529492079839e-13
915,453,1368,0.9941692455764074
913,447,1360,0.11898278256535483
479,877,1356,NaN
678,669,1347,0.4583768310367516
1031,304,1335,0.0005004122285269049
997,337,1334,0.003442105670104662
862,471,1333,1.2170574366300698e-22
705,620,1325,0.7351022872357142
1005,319,1324,0.004540383126869653
996,325,1321,0.0029572106652285958
857,464,1321,0.0012434011156564385
664,653,1317,0.5849406750208228
867,449,1316,8.07371124214416e-5
694,617,1311,0.4869472780660612
896,411,1307,0.393782197545752
999,307,1306,7.311167477385496e-13
887,417,1304,0.0044313318978025165
1041,261,1302,1.3434360562832958e-11
850,447,1297,0.02310509478740751
489,806,1295,NaN
669,624,1293,0.7008553584305408
920,373,1293,0.05424732234742218
440,838,1278,0.25990850867455345
730,546,1276,0.008058185955363818
946,323,1269,0.541325444620825
994,275,1269,3.2317190393011663e-7
641,622,1263,0.4389759442456205
1003,256,1259,0.692552805586331
718,535,1253,8.969495134087481e-13
785,463,1248,4.678544379172458e-5
773,474,1247,0.03468779084967369
517,722,1239,0.12196444410581492
673,561,1234,0.4219814386852214
846,388,1234,1.566940427692593e-13
767,436,1203,0.14756760480801712
689,490,1179,7.214171769258559e-15
343,834,1177,0.37815637614042613
923,253,1176,1.3824384550459826e-25
740,436,1176,0.6335589834571864
789,384,1173,0.009886583305940173
883,288,1171,0.021528123455291828
903,263,1166,0.00018588587545685477
879,278,1157,0.038688238861236346
698,450,1148,0.02813430697689705
853,289,1142,0.03138332252398156
784,349,1133,4.5661158017533224e-5
406,723,1129,NaN
461,667,1128,0.2770589453938832
420,706,1126,0.6629394266610144
414,710,1124,NaN
367,757,1124,0.161264881038212
671,453,1124,5.787431604652114e-6
759,364,1123,0.8204795116931126
903,206,1109,0.9487839677475771
817,291,1108,0.01995093235643817
815,293,1108,0.0033570874081873332
805,303,1108,0.7802089643343069
792,313,1105,0.31648866811628934
797,303,1100,0.8204795116931126
687,411,1098,0.7008553584305408
382,715,1097,0.1135094910315754
649,444,1093,0.18561760226461765
594,493,1087,0.6629394266610144
698,386,1084,0.995140525590174
782,300,1082,5.504288975776026e-14
761,315,1076,8.583291273554825e-29
758,316,1074,0.7008553584305408
790,271,1061,0.0030454135922729953
791,243,1034,0.7659187175498298
727,303,1030,0.9998865541516637
651,378,1029,9.761845593856339e-5
685,339,1024,7.884597174752992e-5
563,457,1020,0.08115644780417555
839,180,1019,1.2669991971373376e-9
670,349,1019,3.7033881554251977e-6
697,321,1018,0.35163936320323114
829,185,1014,5.3871777507839917e-17
379,633,1012,0.161264881038212
662,350,1012,2.843983516935032e-7
668,337,1005,0.9097889372969507
790,213,1003,0.003178350581099375
640,360,1000,1.5754684554798253e-6
677,322,999,0.0001363169013234502
600,395,995,1.6349683787631767e-15
724,270,994,0.18561760226461765
356,628,984,0.24299412154726827
548,435,983,2.9792133989045682e-18
591,383,974,0.053280468744529914
347,626,973,0.7659187175498298
790,181,971,1.1326521976089386e-10
625,345,970,0.14080710657571024
606,362,968,0.6211047067208528
564,400,964,0.4791984973072263
610,350,960,0.5151753191966242
306,641,947,0.23136573777456157
308,633,941,0.18561760226461765
661,275,936,0.25673780528632745
336,589,925,0.8443555463948681
674,245,919,0.0018540553810664176
602,316,918,0.026598075258698728
583,330,913,0.6653674959233236
689,216,905,3.1960798869591923e-5
727,176,903,0.7008553584305408
761,135,896,1.4837954343606559e-5
676,220,896,0.02584382764665981
658,233,891,0.4389759442456205
692,196,888,5.886286703981965e-7
620,267,887,0.027262377825996335
269,617,886,NaN
308,576,884,0.21187913375295056
591,286,877,8.105432739304505e-12
566,302,868,0.9640595357288213
553,315,868,0.6629394266610144
644,220,864,4.7489526615599075e-18
500,361,861,0.3200668390791122
668,181,849,0.015964109286073423
585,260,845,0.0015791155778910266
552,291,843,7.661830883966734e-7
271,567,838,0.4389759442456205
583,254,837,5.007469105715552e-6
559,278,837,0.12196444410581492
472,363,835,0.24299412154726827
673,160,833,2.306002342773808e-19
614,218,832,0.4389759442456205
587,245,832,0.11385320501254903
512,314,826,0.00413632405351317
663,155,818,4.491071923408603e-11
486,316,802,0.018058651876135933
589,209,798,1.5635704533029683e-5
515,281,796,2.134951658662662e-6
553,235,788,NaN
527,258,785,0.05295374443847441
551,231,782,6.930868131989991e-9
448,332,780,0.07604299014913152
567,210,777,0.04041496353931588
296,480,776,0.2770589453938832
549,226,775,0.6089267360264234
640,134,774,3.24462426109454e-9
457,316,773,8.881467865330186e-18
499,269,768,0.0006793525752528965
471,293,764,3.3183799799704736e-12
590,168,758,1.1785170921379205e-16
578,180,758,7.311167477385496e-13
563,191,754,0.826576465561231
559,193,752,0.7943141978951035
249,502,751,NaN
461,283,744,0.0006523868314985196
537,202,739,0.8418168267177661
476,262,738,0.8909018427452994
489,247,736,4.196258105978583e-5
462,272,734,5.96816854233775e-23
552,181,733,6.359135747929245e-6
505,227,732,0.02611284212389445
561,170,731,0.8617097556108892
518,213,731,0.07273583849998777
540,189,729,0.803972815990225
239,487,726,NaN
479,243,722,1.41813568794214e-47
412,307,719,0.45990715920083386
535,182,717,0.08115644780417555
395,319,714,0.7659187175498298
487,222,709,NaN
525,180,705,0.8412603537595704
516,186,702,0.045946027748132785
525,176,701,0.7943141978951035
545,152,697,0.025310177519526886
483,210,693,0.2770589453938832
508,181,689,0.8480252105272096
488,201,689,3.3926048488070385e-17
509,178,687,9.593902067774e-5
491,195,686,5.298173947466988e-6
526,158,684,0.005346600048504454
505,178,683,0.8204795116931126
527,150,677,0.9105928399507813
224,451,675,0.18561760226461765
528,139,667,1.2778680857635364e-5
377,287,664,0.04936160547886079
236,428,664,0.2830146499846518
344,318,662,0.24299412154726827
361,294,655,0.014424898560419225
405,250,655,0.6211047067208528
467,184,651,0.00014271154710528684
374,277,651,0.7484410493768417
405,244,649,6.503494744801442e-8
482,166,648,0.922483585895465
448,199,647,1.749775525037794e-9
473,172,645,2.515637512129223e-5
521,123,644,0.038940779846123146
442,198,640,0.028621645628048833
412,227,639,1.205275024606943e-11
498,140,638,0.1201143344328434
357,281,638,0.46473541362348364
451,186,637,0.12196444410581492
438,196,634,0.00413632405351317
455,178,633,5.757924766041787e-14
404,227,631,0.7120588430681319
443,187,630,0.2770589453938832
222,406,628,0.3147278493122561
480,147,627,0.0003792252749630071
452,175,627,2.228081959350563e-6
230,394,624,NaN
444,173,617,0.08077094313636739
460,155,615,6.620480695249882e-11
422,193,615,0.3009723250220456
212,403,615,0.5579158840401912
454,157,611,0.31069665359392146
398,213,611,0.006802761464986573
435,173,608,4.511470102146207e-16
361,244,605,0.6211047067208528
355,248,603,0.8996931859633125
356,241,597,3.704367641956177e-5
395,200,595,0.0013000655952364942
340,254,594,0.2842991957549431
438,155,593,0.922483585895465
433,160,593,0.03382954102634446
430,163,593,4.017764917798068e-11
419,173,592,4.976407787214677e-13
457,134,591,0.5773495910338519
428,160,588,0.0002590835251059936
417,171,588,5.7923278684586985e-9
212,371,583,0.10644627622097674
426,155,581,0.9939446910231204
364,212,576,0.04649936375630396
393,182,575,0.0002836559025736531
345,230,575,0.003910924950553983
219,355,574,NaN
398,175,573,0.9336743037628588
393,180,573,2.0453638604856e-14
202,370,572,0.5773495910338519
338,232,570,0.3147278493122561
411,157,568,0.5773495910338519
301,265,566,0.03468779084967369
272,289,561,0.8204795116931126
214,347,561,NaN
420,139,559,0.7357362704635994
413,145,558,0.015275003064588158
398,159,557,0.7975120912818462
360,197,557,0.002211472720971423
202,355,557,0.161264881038212
208,348,556,0.03468779084967369
431,125,556,0.3147278493122561
195,359,554,0.922483585895465
162,392,554,0.2770589453938832
367,187,554,NaN
355,197,552,3.6114479060175734e-11
385,166,551,0.5425457830298537
347,200,547,0.6974034546221247
410,136,546,2.6465409237377395e-26
400,145,545,5.015352434861316e-7
412,130,542,0.7008553584305408
331,208,539,0.39365820288251563
403,135,538,0.00039192673212000954
376,159,535,0.8360902998170182
360,174,534,9.298231450261248e-6
349,184,533,0.04886518512935699
372,160,532,0.0016430526526439615
368,163,531,0.038963048183312414
336,195,531,0.006693786332522052
400,130,530,0.023546991747505342
386,143,529,0.4962887866735181
397,132,529,0.017369847792662815
383,145,528,9.697343233803593e-19
328,200,528,0.0039899128411827745
365,162,527,0.12527747737794018
373,152,525,0.6178895453292093
386,137,523,1.9277091838520213e-6
379,143,522,0.39485676604319586
366,156,522,5.52906764041638e-6
332,189,521,0.00862121193769434
363,158,521,0.5773495910338519
375,145,520,0.2770589453938832
400,119,519,0.21187913375295056
327,192,519,1.8485556246483606e-10
331,188,519,0.5393029437117984
303,215,518,NaN
362,156,518,0.010987402191208558
376,141,517,0.00022585280345768715
389,128,517,0.012457150108174607
273,243,516,0.8279783769294874
376,138,514,0.9749834651108517
381,133,514,0.004723919096633492
413,96,509,7.96216327069468e-5
177,330,507,0.8418168267177661
327,179,506,0.7659187175498298
352,153,505,NaN
341,163,504,0.016123819920282008
356,148,504,3.653462235159929e-7
341,163,504,1.879044950215853e-17
351,150,501,0.6283153692821408
351,150,501,6.851289934730694e-6
347,154,501,0.00048405132763311773
366,132,498,0.0002867638315293207
372,125,497,8.832280703593515e-7
383,114,497,0.022653579175154037
408,89,497,1.1870475603380536e-8
284,212,496,0.7351022872357142
311,183,494,0.0016406364966428137
306,188,494,2.2172924184854218e-10
329,162,491,6.50875267590235e-19
363,127,490,0.4869472780660612
368,122,490,3.306011065511206e-17
354,135,489,0.0036163860528979717
321,167,488,0.7846050231285548
309,178,487,3.6517127710557378e-9
341,146,487,0.060878314710131116
373,112,485,0.0016148630465786286
363,121,484,0.9127734140659327
352,130,482,6.666755282124534e-11
183,298,481,0.21365415163132023
359,121,480,5.336259377090919e-11
344,135,479,7.45722664576633e-10
254,225,479,0.00015863245600137275
318,160,478,0.02611284212389445
335,142,477,6.454343662252349e-5
365,111,476,0.9949968607913179
304,170,474,0.001983877192286879
284,190,474,0.46170565157719007
334,139,473,NaN
309,163,472,8.421881527760991e-8
339,133,472,1.979549495570027e-10
131,341,472,0.2010153073308743
265,206,471,6.019750919797443e-6
366,105,471,0.05170296051679507
311,160,471,0.011984134957195625
380,90,470,3.901310921273105e-36
302,167,469,0.00011899097329724025
337,132,469,8.845937304779758e-5
361,107,468,0.6552714012682327
157,311,468,0.4584457217856004
271,196,467,0.6629394266610144
357,109,466,2.1482146114086133e-9
309,156,465,6.620480695249882e-11
369,95,464,0.11576840775275975
289,171,460,2.660561622261393e-6
257,200,457,0.0422058491693444
313,144,457,6.554973762206533e-17
324,132,456,4.3452432177123316e-11
291,164,455,0.07667895619967527
146,309,455,0.17073857273354326
301,151,452,0.2469388473695841
317,133,450,8.039689601964379e-13
239,211,450,0.31252720619154184
260,188,448,0.9534911290835386
277,168,445,0.03025847703180226
352,93,445,0.3576080092401936
312,133,445,2.72216708744814e-15
302,143,445,0.7197834116090229
323,121,444,0.0003682726570359969
290,153,443,1.0534011938648118e-5
342,99,441,1.0144165355785942e-12
314,125,439,2.4083320328019367e-7
300,139,439,0.24299412154726827
261,176,437,0.7008553584305408
320,116,436,6.6814282945286915e-18
312,122,434,2.953923589664866e-11
314,120,434,0.007604333423812305
219,215,434,0.4389759442456205
286,146,432,0.908884201870921
289,142,431,3.556758083140273e-6
243,188,431,0.008471478823668345
299,131,430,0.9336743037628588
336,94,430,5.9359780330832335e-6
328,101,429,0.24462003318202968
329,100,429,8.141288600880281e-5
363,66,429,0.07357649306156214
261,165,426,0.042117497916500816
328,97,425,0.6714251375576679
285,140,425,0.6653674959233236
213,211,424,0.9097889372969507
260,163,423,0.002677825129491305
292,131,423,0.0002979793880864739
299,121,420,3.769228671195422e-18
330,90,420,0.24299412154726827
343,75,418,0.10070693515600117
273,145,418,0.0002720091930454509
255,162,417,0.9984864687965505
280,137,417,2.085463595757003e-7
248,169,417,0.10644627622097674
231,185,416,0.03468779084967369
273,143,416,NaN
144,272,416,NaN
283,132,415,0.852536807846587
162,253,415,0.534310401165067
200,215,415,0.03025847703180226
294,120,414,8.184731979418956e-13
339,75,414,4.659412365918317e-7
265,148,413,0.22416194109842236
288,125,413,0.09764923573412541
239,172,411,0.9919085348057683
162,249,411,NaN
285,124,409,7.444027361319852e-17
308,100,408,0.7351022872357142
276,131,407,0.029676906351163553
279,128,407,2.3067350222922175e-6
270,137,407,2.298318065692555e-7
145,261,406,0.6629394266610144
143,263,406,0.9799588626550771
279,126,405,3.7765045604280644e-6
307,97,404,0.8032696328773963
148,256,404,0.18561760226461765
291,112,403,NaN
283,120,403,0.16453780181491093
233,170,403,0.7559412384221212
326,77,403,0.10644627622097674
140,262,402,0.45570178425917024
240,161,401,0.3266945258173944
316,84,400,0.24603115705892453
303,96,399,0.8464926546600554
334,64,398,0.4389759442456205
264,134,398,0.7902513979164743
247,151,398,0.39365820288251563
219,178,397,5.387218497583685e-11
272,125,397,0.00845056704731292
277,119,396,0.09754780656641729
262,133,395,0.04596190493770469
298,96,394,0.48083909220465093
269,124,393,0.7008553584305408
209,183,392,0.43055181266669107
236,155,391,1.5162477565674563e-17
259,131,390,0.26928071593144887
257,133,390,0.014363757898445673
210,180,390,0.01665427012593045
280,109,389,0.10269960825880914
151,238,389,0.6096143863489443
148,239,387,0.1450477724603556
256,131,387,0.019582362947367808
298,87,385,8.969495134087481e-13
246,139,385,0.3049874246518596
270,114,384,0.8765592290012908
268,116,384,0.03750929240547421
251,132,383,0.9661296487043673
256,126,382,0.00012396250494040031
215,167,382,0.7008553584305408
260,122,382,5.666563725890382e-9
258,123,381,0.9435607054298799
223,158,381,0.8949950374154003
222,157,379,0.35163936320323114
218,159,377,1.181137264055799e-10
295,82,377,0.00018588587545685477
222,155,377,0.5773495910338519
273,103,376,0.27217903062938126
255,117,372,2.1482146114086133e-9
138,231,369,NaN
270,98,368,0.019582362947367808
266,102,368,0.36866048722538713
258,109,367,0.5624100504369717
198,169,367,1.221938361477372e-10
285,81,366,0.867169084156056
251,115,366,0.844667654736721
252,114,366,0.962032138983051
284,81,365,0.10644627622097674
268,96,364,0.022120463036518552
249,115,364,0.8988062836196541
234,129,363,0.24486919264730536
204,158,362,0.001975684292139489
251,111,362,0.045946027748132785
271,90,361,0.004618501086978314
268,92,360,0.232708089510707
273,87,360,6.050173505336153e-10
243,117,360,0.3572143890423341
277,82,359,0.00988720052329571
256,103,359,8.77157357196805e-5
267,92,359,0.0015115103327261895
255,103,358,2.804086906394373e-8
253,105,358,0.10644627622097674
273,85,358,1.1957321371816145e-16
270,88,358,0.8949950374154003
290,67,357,0.00406437026290287
291,65,356,0.4466148107424236
233,122,355,0.7420147642587998
260,93,353,0.6629394266610144
262,90,352,7.670799014640468e-7
246,106,352,0.20442072218096355
254,96,350,0.03025847703180226
262,87,349,0.777548695970422
250,99,349,1.2530699155527196e-5
188,161,349,0.08382493497430613
246,102,348,NaN
248,98,346,NaN
157,189,346,0.9534911290835386
266,80,346,0.004533012711893797
118,228,346,0.35163936320323114
260,85,345,2.9561254871391176e-15
227,118,345,0.7659187175498298
234,110,344,1.9200660932749635e-12
249,94,343,7.327945101012692e-15
244,99,343,0.0014358692173194996
249,94,343,0.31843070633078185
240,101,341,0.9050990973328124
236,105,341,0.2863640673975693
218,122,340,1.8041696041178542e-7
242,98,340,0.03973270879120916
247,92,339,0.3147278493122561
251,88,339,0.9336743037628588
262,76,338,2.93567140481306e-7
262,76,338,0.0004289783195061519
163,175,338,0.7280709263066725
226,111,337,0.5773495910338519
235,102,337,0.01381288687478966
246,90,336,2.229836085127548e-6
229,107,336,0.2552638131282408
231,105,336,0.35163936320323114
197,138,335,0.11666956712296303
263,72,335,0.3147278493122561
271,63,334,0.09115793722769029
233,101,334,1.1308402281836923e-6
186,146,332,2.0564234402915626e-8
269,62,331,3.1960798869591923e-5
234,97,331,0.00013615424609687707
176,154,330,0.4389759442456205
245,85,330,0.2770589453938832
233,97,330,2.253619933154282e-5
228,102,330,2.9902301843209632e-6
212,117,329,0.8384481472662157
271,58,329,0.027549387701307947
217,111,328,0.007827960273527267
235,93,328,4.37216425309106e-12
220,108,328,0.0830792560332467
237,90,327,0.8370758226203499
237,89,326,0.010996665363160563
225,101,326,0.7008553584305408
217,109,326,0.0005358867667097031
198,128,326,0.04672447173521511
232,94,326,0.0014937697818024735
202,123,325,0.019785905388493306
233,92,325,0.9336743037628588
260,65,325,0.02742268938034843
216,109,325,0.00017485955488694973
228,97,325,0.35163936320323114
197,128,325,0.4389759442456205
237,87,324,0.06988872661807305
228,95,323,0.2770589453938832
235,88,323,9.613703118973644e-12
189,134,323,4.66614663792642e-5
239,83,322,1.546934387433043e-5
244,77,321,0.35578977322864774
208,113,321,1.9159170969810503e-10
226,95,321,NaN
200,120,320,1.0799552326892759e-7
225,94,319,0.9799588626550771
236,82,318,0.0012373144963665752
225,93,318,0.028636146959983073
211,107,318,3.3858589438824214e-5
232,85,317,5.653571646307364e-5
206,111,317,NaN
209,107,316,4.8087171112439515e-9
224,92,316,0.6211047067208528
225,91,316,0.010513782791765154
132,184,316,0.5087372810900149
194,121,315,1.9486575929738182e-5
227,87,314,0.9449214369148148
230,84,314,NaN
190,124,314,0.7351022872357142
241,73,314,0.0017984467203957842
248,65,313,2.842348064718857e-5
211,102,313,0.10644627622097674
199,114,313,0.9189054557969497
194,119,313,1.2765520368705803e-13
201,112,313,5.1474793782378566e-12
185,128,313,0.13529600293644933
229,84,313,0.3147278493122561
229,83,312,5.107312594678585e-10
234,78,312,0.19139852316218878
160,151,311,0.7351022872357142
207,104,311,0.8766728837217256
216,94,310,0.009624944599801047
216,94,310,0.012312680098234751
224,86,310,0.005100602238806189
196,113,309,NaN
201,108,309,NaN
190,119,309,0.5773495910338519
198,111,309,3.897466419345002e-10
191,118,309,0.0072545825784821405
238,70,308,0.05593845714327695
140,167,307,0.005618825556215957
151,156,307,3.957040744243696e-10
181,125,306,0.0330961405083111
208,98,306,0.003559663568807932
178,128,306,2.185214231692658e-10
167,139,306,0.12196444410581492
217,88,305,0.7659187175498298
206,99,305,0.6211047067208528
216,88,304,0.0028945610236231576
89,215,304,0.03619200129043808
253,51,304,0.13293377529333872
128,176,304,0.00022007309637868275
193,110,303,0.9434251691815317
206,96,302,1.0357735612562776e-19
222,79,301,6.562279436534618e-9
237,64,301,0.9953888195066217
199,102,301,2.3005167443202198e-9
183,117,300,0.000796850143955608
198,102,300,0.0029718769448246213
210,90,300,5.787516148235942e-9
195,105,300,0.7659187175498298
204,95,299,0.4918613481568423
194,105,299,0.001588027004668533
191,107,298,0.24002261890471727
163,135,298,0.39839241532248826
208,90,298,0.5532407804862252
222,76,298,0.9076037183415674
173,125,298,0.7008553584305408
217,80,297,0.05341658382834295
193,104,297,0.08115644780417555
203,93,296,0.3302665745400069
239,56,295,0.5562754654286676
248,46,294,0.7659187175498298
219,75,294,0.005141255807955851
208,85,293,0.8412163162120959
202,90,292,0.7351022872357142
224,67,291,0.03613954004326752
194,97,291,0.4389759442456205
192,99,291,0.4615644273436794
194,96,290,0.1032058058241861
192,97,289,0.06937960443114918
215,74,289,1.750223176523336e-13
177,112,289,0.0022706342552791608
213,76,289,0.13323400560526102
222,66,288,0.0001485811459613138
191,97,288,0.06913391684107303
207,81,288,0.34833254382280215
163,125,288,0.008200510315952194
216,72,288,0.10712124809811158
196,92,288,0.2770589453938832
192,95,287,0.35163936320323114
203,84,287,6.935075562279343e-13
127,160,287,0.5773495910338519
130,155,285,1.5154879065814681e-6
215,70,285,4.81706929748682e-7
219,66,285,0.4869472780660612
199,84,283,0.5773495910338519
173,110,283,0.003971385009923787
181,102,283,0.534054961478336
219,64,283,0.8949950374154003
201,81,282,0.8949950374154003
203,79,282,1.2486719576283292e-8
155,127,282,2.900642809301396e-14
200,81,281,2.6334918111304266e-5
137,144,281,0.7008553584305408
135,146,281,0.6211047067208528
209,71,280,0.004080718131543972
195,84,279,0.6344913482788823
173,106,279,0.6478919733899859
172,107,279,0.028323213529358304
198,80,278,0.7351022872357142
180,98,278,0.24727362003320658
205,73,278,1.2945673801532945e-8
197,81,278,NaN
200,76,276,0.00035601661631126164
187,89,276,0.7631310563649918
133,142,275,NaN
191,84,275,0.6211047067208528
189,86,275,0.014622215252562276
194,80,274,0.7818225163719436
234,40,274,0.018330436718246846
189,85,274,0.5773495910338519
184,89,273,0.7281664681950081
153,120,273,0.0006215823834623923
185,87,272,3.4519229360250465e-6
200,71,271,0.29590980172407827
169,102,271,0.10644627622097674
194,77,271,0.35163936320323114
214,57,271,NaN
181,90,271,4.550622245436532e-10
146,124,270,0.0004215661509991045
205,65,270,1.0686383431666675e-11
192,76,268,2.0074635003576645e-9
201,67,268,0.03973270879120916
137,131,268,0.0013634398934972056
157,111,268,0.1541212310308391
154,114,268,1.1887703493593544e-11
201,66,267,0.7887149681428335
201,66,267,0.6632238971162197
190,77,267,4.15650623642379e-18
185,82,267,1.1956717372179122e-9
171,95,266,2.6550196367666183e-6
173,93,266,0.9437397839411277
187,79,266,0.284957002957702
189,76,265,0.012342852914757072
192,73,265,0.08299820710003629
164,101,265,0.0734148084128689
195,69,264,9.376450915183416e-5
183,81,264,0.161264881038212
170,93,263,0.004894031214910739
190,73,263,0.22167592870919117
193,69,262,0.4952387725561592
189,73,262,0.18561760226461765
186,75,261,1.1352747550042942e-14
161,100,261,0.0004765772964722823
192,69,261,0.003966762935298037
157,104,261,0.001843386005326815
179,82,261,0.41789553794913065
185,75,260,0.7145808588988297
200,60,260,0.882667076629416
190,69,259,0.9925899028181979
179,80,259,0.021144466256426762
194,65,259,0.12196444410581492
189,70,259,0.08967119365104001
118,141,259,0.7008553584305408
144,114,258,0.9097889372969507
163,95,258,0.39365820288251563
153,105,258,2.7772603550976605e-17
201,57,258,0.01850488325446461
205,53,258,0.12196444410581492
178,80,258,NaN
190,68,258,0.04348766885797362
167,90,257,0.18561760226461765
154,102,256,0.6524676781379923
153,103,256,0.08115644780417555
148,108,256,0.1376296664790945
174,82,256,0.8791469822960243
181,74,255,0.019582362947367808
145,110,255,1.9746880667614528e-5
82,173,255,0.37721003636101785
209,45,254,0.00011438263156640649
118,136,254,NaN
172,82,254,5.465471564766894e-7
150,104,254,0.9090413128056967
140,113,253,0.1181090117793894
180,73,253,0.08679546463298016
121,132,253,0.3082277332123515
75,178,253,0.4929829710270914
175,77,252,4.575001358214913e-8
179,72,251,0.9974603576725495
140,111,251,0.2013611398391865
120,131,251,0.3284562981539611
166,85,251,0.045253815340275186
167,84,251,3.3074035178705286e-6
174,77,251,0.29856346186224036
200,50,250,0.00024278293911310058
