hfq_lcd_1,hfq_lcd_2,nb_ints,bp_fdr
1336,1580,2916,NaN
1170,1726,2896,NaN
2130,758,2888,0.9961365384465495
1123,1717,2840,NaN
1286,1552,2838,NaN
1336,1485,2821,NaN
1765,1045,2810,9.66413266880523e-38
1100,1705,2805,NaN
1078,1716,2794,NaN
1114,1649,2763,NaN
1919,831,2750,0.011335119107957231
1089,1615,2704,NaN
1898,696,2594,0.01181718149279685
1933,659,2592,0.02678150639374364
1912,657,2569,0.016656938369781698
1046,1519,2565,NaN
1019,1524,2543,NaN
1820,696,2516,0.003404124220755101
1776,723,2499,2.6421949760438823e-11
1699,764,2463,2.2359307746388132e-11
1733,728,2461,0.5684159837473552
1679,770,2449,4.3791338868175426e-7
1793,655,2448,0.09081883633976674
1109,1319,2428,NaN
1588,782,2370,0.1200816838446524
1611,740,2351,2.3303791261932065e-28
1529,821,2350,0.28071473329491864
1367,947,2314,2.2633274694208605e-13
1382,898,2280,0.00018557224997710984
906,1352,2258,NaN
1698,554,2252,0.0005932662962095539
1572,678,2250,3.6035569239767766e-5
638,1542,2180,0.33880233003345656
1497,674,2171,0.7929338376315631
1653,497,2150,7.773339189571441e-7
647,1475,2122,0.18637882205064288
1579,520,2099,0.15938727449707998
1596,495,2091,1.1154350861074824e-45
1468,612,2080,2.220846434613411e-31
1568,497,2065,0.0016716325299173341
655,1408,2063,0.032853775051729074
1514,546,2060,5.387830343799678e-5
601,1457,2058,0.2232445271913284
604,1440,2044,0.004026654864616312
1347,689,2036,0.10032275229784271
1594,439,2033,0.5449183268097408
608,1417,2025,0.004849887336062892
1738,284,2022,8.41821254035931e-6
1462,534,1996,3.120002404361846e-5
1421,573,1994,4.681636967129918e-11
1273,701,1974,5.160289686545233e-10
552,1411,1963,NaN
1581,368,1949,0.6717661875924231
489,1453,1942,0.07263381302130241
776,1080,1856,NaN
1106,746,1852,0.7730868113868833
414,1430,1844,0.003779355310924807
1297,529,1826,0.6536364591458066
1004,819,1823,0.00016068925514878659
1218,603,1821,0.4475557477195245
1180,638,1818,0.7772838431224994
1286,514,1800,0.001866643675247707
529,1245,1774,0.00018530441080616056
1236,534,1770,0.06235144846047451
1352,399,1751,0.49543559874771725
1072,670,1742,9.313260655370849e-14
646,1094,1740,0.49543559874771725
1286,443,1729,0.00016199178864728878
575,1151,1726,0.35778606846076433
1099,625,1724,0.24290906152647984
1227,479,1706,6.244374668974466e-14
1164,540,1704,8.1420919562261e-15
1214,488,1702,0.017927465434070016
1228,469,1697,1.1843040698984148e-10
1185,498,1683,0.000359058994640979
708,974,1682,NaN
555,1117,1672,0.450903821167878
1227,434,1661,0.09114457936265738
1243,410,1653,0.000989580902714798
1415,235,1650,2.4421040323719263e-11
1178,464,1642,3.221889508781292e-13
1108,532,1640,0.00035166955727543775
401,1232,1633,0.007947686112412977
1141,481,1622,3.316796687531203e-10
1200,418,1618,0.3363058833073891
365,1233,1598,0.005887437449076764
996,550,1546,1.018426535705131e-29
1102,430,1532,0.1206662087758302
1060,462,1522,4.631573790627266e-18
1098,415,1513,1.9816496879297725e-5
1022,480,1502,0.07361819104140599
1009,489,1498,1.1029620173804438e-7
1041,451,1492,0.003281870566677431
1032,451,1483,1.4493678701151597e-13
470,1010,1480,0.8928898560945545
420,1051,1471,0.8827570506600473
1027,434,1461,5.487845515124067e-5
332,1110,1442,0.11531479342548305
1042,399,1441,0.0009897767246033356
992,446,1438,0.7423423413009405
453,984,1437,0.13201163592947762
917,518,1435,1.3938468824086942e-9
481,948,1429,0.22311830232071858
433,989,1422,0.6872933491401211
878,541,1419,NaN
493,926,1419,NaN
984,428,1412,0.9789190809366978
917,495,1412,0.8237080657963236
1153,255,1408,2.5778904525004424e-13
997,410,1407,2.2248554295368594e-15
1038,363,1401,0.35672176249845305
1077,320,1397,1.6329090215744713e-58
406,990,1396,0.9019699017640147
680,715,1395,NaN
773,621,1394,0.18543873211361622
984,408,1392,9.100119129422095e-7
1024,366,1390,0.07361819104140599
463,911,1374,NaN
947,426,1373,1.656562741541841e-13
1048,325,1373,0.21421058729471282
914,453,1367,0.9935691621238438
914,447,1361,0.08454340729325553
480,880,1360,NaN
548,809,1357,NaN
680,672,1352,0.4155618969404342
868,471,1339,1.0542290556661915e-22
450,886,1336,NaN
1030,304,1334,0.0004413278445256271
706,624,1330,0.7092033041123709
992,337,1329,0.0018020491080219508
861,467,1328,0.000563042552181204
1006,321,1327,0.0016716607520115057
998,328,1326,0.0015506799637766114
477,849,1326,NaN
875,450,1325,2.557752660687328e-5
664,656,1320,0.5466069704647092
1004,310,1314,5.220657149388651e-13
1045,265,1310,4.465653744115612e-12
692,616,1308,0.4475557477195245
889,418,1307,0.002306049932923236
895,410,1305,0.3557510427918548
926,377,1303,0.03687619460410908
852,447,1299,0.014177778313760518
489,807,1296,NaN
669,624,1293,0.663484755810602
442,843,1285,0.22498386269722465
726,547,1273,0.004243052065979369
946,324,1270,0.5035377530908015
991,275,1266,1.049555710283114e-7
643,622,1265,0.3960183260603288
779,485,1264,0.016656938369781698
1002,257,1259,0.6810938732570987
346,912,1258,0.045594929037135704
789,464,1253,1.8031294307491278e-5
717,534,1251,2.3749264830709546e-13
517,725,1242,0.10032275229784271
673,565,1238,0.3789402732076561
846,388,1234,4.432568058076685e-14
472,736,1208,NaN
766,434,1200,0.12124329712883125
524,666,1190,NaN
693,491,1184,2.96802895580897e-15
889,290,1179,0.011481546435084472
343,836,1179,0.3368416998819596
921,255,1176,1.6532913581406298e-25
740,436,1176,0.619427914833329
789,384,1173,0.005964823149928034
900,263,1163,8.98297454162696e-5
884,278,1162,0.02578818895779755
427,735,1162,NaN
585,565,1150,NaN
857,291,1148,0.01375576274461223
698,449,1147,0.014378876956174035
409,735,1144,0.0028517212633043768
784,351,1135,3.658877921887733e-5
407,724,1131,NaN
462,668,1130,0.24290906152647984
420,708,1128,0.631220773570296
368,759,1127,0.13695747655435897
414,711,1125,NaN
759,365,1124,0.8026020898622768
667,453,1120,2.828168763103931e-6
906,206,1112,0.9493033010224405
815,293,1108,0.0016869005958274276
805,303,1108,0.752630514250024
816,290,1106,0.01384068834559692
790,313,1103,0.2809578211923491
688,411,1099,0.6482663567218688
796,303,1099,0.7977883021586585
382,716,1098,0.09180520026970693
798,296,1094,0.18348414923983342
646,444,1090,0.246419110699532
594,493,1087,0.631220773570296
700,386,1086,0.9916966421839661
783,300,1083,8.558311937869495e-14
762,319,1081,0.638633344705031
710,367,1077,0.0002582835982590141
761,316,1077,2.30029574407405e-29
790,271,1061,0.0016145952690293027
741,315,1056,0.9999184769128274
792,242,1034,0.7367386440109126
651,380,1031,4.442796774792707e-5
672,354,1026,1.4247532176164192e-6
683,339,1022,1.3721870931953546e-5
841,180,1021,2.519088847642411e-10
701,320,1021,0.31538291069709495
668,351,1019,2.0916837705971625e-7
833,186,1019,1.559181800945093e-17
561,458,1019,0.09201797415187003
378,635,1013,0.13695747655435897
793,214,1007,0.007662064402974918
668,336,1004,0.8958762517401009
641,360,1001,2.610662480680783e-7
675,322,997,6.275329746888842e-5
601,394,995,9.29487905655179e-17
629,366,995,0.563033440641264
357,632,989,0.21185071034975703
660,329,989,0.08740466574994113
547,435,982,9.095548877785558e-19
348,634,982,NaN
348,631,979,0.7423423413009405
792,183,975,4.931950252481284e-11
591,383,974,0.03437174100009063
609,362,971,0.5865196674031864
375,595,970,NaN
583,385,968,NaN
622,345,967,0.11735031057960332
562,400,962,0.41422809404267186
450,503,953,NaN
308,644,952,0.10032275229784271
308,636,944,0.15938727449707998
658,275,933,0.2213117434291423
339,590,929,0.8273404403689961
449,474,923,NaN
673,245,918,0.0010259780021842969
601,316,917,0.004303432981538739
554,360,914,NaN
582,330,912,0.6339049908076825
692,218,910,1.2596767092395105e-5
731,176,907,0.6717661875924231
532,372,904,NaN
538,362,900,NaN
764,135,899,9.070765276972056e-6
677,221,898,0.01607423131044481
658,233,891,0.39514516247976234
622,267,889,0.027309513645956317
409,479,888,NaN
692,196,888,3.8855168361109476e-7
269,617,886,NaN
308,578,886,0.18348414923983342
591,287,878,1.7143956411767314e-11
561,317,878,0.6270604675111294
566,304,870,0.9594158842283513
644,219,863,1.0300331132495185e-17
501,361,862,0.23958978487219265
521,334,855,NaN
227,625,852,0.5530503549275874
668,180,848,0.008134130309539201
585,261,846,0.0006747534015056567
272,569,841,0.4011103777394731
550,290,840,3.519650142177574e-7
591,248,839,0.0913686326135765
472,365,837,0.21794111823823145
507,330,837,NaN
582,255,837,2.4514571583150704e-6
559,277,836,0.09510149962539646
674,160,834,1.92372572010515e-19
405,427,832,NaN
612,218,830,0.4011103777394731
511,315,826,0.0018844210120974505
226,595,821,0.21303496957047344
662,155,817,1.875975651075805e-10
276,533,809,0.5417209770628222
487,316,803,0.007108851923309313
588,210,798,1.3627379379175873e-5
514,281,795,6.301090757128078e-7
552,238,790,0.10032275229784271
529,260,789,0.015875337349095155
350,437,787,NaN
218,567,785,0.02803869711770341
550,233,783,1.4607237333295328e-9
298,483,781,0.24290906152647984
447,332,779,0.05838309721633309
566,209,775,0.015397918427153138
548,225,773,0.5672778376325323
639,134,773,2.491609786668408e-9
457,316,773,7.153519693542135e-18
501,269,770,0.0003977805933448445
471,295,766,6.158201902410083e-12
581,182,763,1.6472893198784413e-13
589,168,757,6.919082978685821e-17
249,504,753,NaN
561,190,751,0.8652322931034484
558,191,749,0.7567402035046963
461,284,745,0.0003019855809396514
524,219,743,0.050268556942243546
490,250,740,4.392427557684255e-6
211,529,740,0.28048161633914653
536,202,738,0.801053019100495
216,522,738,0.31538291069709495
475,262,737,0.8679189613997627
554,182,736,2.0172103684963955e-6
505,230,735,0.01384068834559692
562,172,734,0.8450772854630715
462,272,734,3.546705876202369e-23
240,489,729,NaN
539,189,728,0.7764843257154478
479,243,722,6.304040862732045e-46
412,308,720,0.41555559780123763
535,183,718,0.0654839786318952
398,318,716,0.7423423413009405
486,222,708,NaN
198,509,707,0.16664564775564467
516,189,705,0.032354255843201986
524,180,704,0.8012183129642948
524,176,700,0.7471045596579484
545,152,697,0.015067486777238596
481,210,691,0.24290906152647984
508,181,689,0.8199065020451013
491,195,686,4.825395044891738e-6
486,200,686,1.5061150980790308e-17
507,178,685,5.386037297737455e-5
525,159,684,0.0028788935843253277
505,178,683,0.8006696868167401
531,151,682,0.9054944763750795
225,452,677,0.15938727449707998
239,429,668,0.21793114523149193
377,289,666,0.03495928949122009
527,139,666,9.182746039631772e-6
343,319,662,0.19707611935753971
365,294,659,0.007349342594627595
469,187,656,3.1389400045952765e-5
406,250,656,0.5840186964938199
375,278,653,0.7205877402301744
448,202,650,8.974316839520169e-10
405,243,648,3.2225594966585933e-8
482,166,648,0.9537515275081351
524,123,647,0.01702404196446299
474,172,646,1.3627379379175873e-5
359,283,642,0.42206621896939656
443,198,641,0.012595656340661728
413,227,640,4.879590902546424e-12
406,233,639,0.7092033041123709
498,140,638,0.0971684793721999
451,186,637,0.10086574492125504
439,196,635,0.0028795077713149615
222,409,631,0.2750595555450524
453,178,631,3.2133260004466263e-14
443,187,630,0.33070721322117175
480,148,628,0.00018240415068341987
453,175,628,4.181655818682869e-7
231,396,627,NaN
443,174,617,0.06161696922580816
212,405,617,0.5148282693924333
461,155,616,2.5996926577328586e-11
402,214,616,3.229161711015314e-10
400,216,616,0.0017810033610644073
422,193,615,0.26167092007444864
451,156,607,0.1932190769900491
434,172,606,3.136601511556148e-16
361,244,605,0.5934186032564566
354,251,605,0.8829429294070849
357,241,598,1.814765228195769e-5
436,161,597,0.021836359342213976
395,200,595,0.0007977806156987212
340,254,594,0.2710403472204622
431,163,594,2.1262085874829865e-11
438,155,593,0.9137791798943785
417,175,592,2.0615302807938994e-9
419,173,592,2.5264761480217085e-13
457,134,591,0.5417157464918063
409,180,589,0.9011432782440703
428,159,587,0.00012454441154603735
213,372,585,0.08612589160650815
235,349,584,0.4475557477195245
426,156,582,0.9916966421839661
363,213,576,0.02984664418460369
345,231,576,0.001996457992211257
202,374,576,0.5417209770628222
338,237,575,0.28215151070981126
392,182,574,8.860258270034203e-5
219,355,574,NaN
393,180,573,1.0168426728794376e-14
411,155,566,0.5344906679128085
203,363,566,0.164811978123913
276,288,564,0.8064387696116678
301,263,564,0.022937786027557038
215,348,563,NaN
399,159,558,0.7760381621991888
413,145,558,0.008049307989416773
197,361,558,0.9137791798943785
209,348,557,0.023437746643316073
360,197,557,0.0007282212125636896
418,138,556,0.7092033041123709
430,125,555,0.26966864706022203
162,392,554,0.24290906152647984
385,168,553,0.5004286506494144
356,197,553,1.3502549066917726e-11
364,186,550,NaN
347,201,548,0.670919761545765
402,146,548,2.9270219723145736e-7
408,136,544,8.089834831263332e-27
389,153,542,1.4699358333292003e-17
334,208,542,0.3475120496612654
412,130,542,0.6717661875924231
406,135,541,0.00018321727524725807
284,255,539,9.36880891931251e-24
351,186,537,0.03115242927386653
361,175,536,4.72767321085374e-6
373,163,536,0.0004991992616192845
375,159,534,0.7667693653336002
336,198,534,0.002987361809611806
368,163,531,0.016656938369781698
327,202,529,0.002260392335728645
399,129,528,0.014745268779864429
395,133,528,0.013006476957244748
366,161,527,0.1111833221214585
384,143,527,0.4563241902817493
40,487,527,0.1681872917349282
365,160,525,6.367284002051576e-7
99,425,524,0.0014071257449122633
372,152,524,0.5739817658952152
385,137,522,9.226243268589195e-7
332,189,521,0.0006142148578007364
379,142,521,0.4011103777394731
161,359,520,NaN
328,192,520,3.7614468594319913e-11
362,158,520,0.5311932124284416
374,145,519,0.24290906152647984
390,129,519,0.005530012845895067
303,215,518,NaN
377,141,518,9.64194050246802e-5
399,119,518,0.1841748992236659
362,156,518,7.4195966986490845e-6
330,188,518,0.3557510427918548
351,166,517,0.0011479411764696121
273,243,516,0.8068207208047298
381,133,514,0.002506905929186544
374,138,512,0.9721309409601094
413,96,509,2.963250798217433e-5
177,331,508,0.8237080657963236
326,180,506,0.759417512085662
354,151,505,0.6614847963339708
352,153,505,NaN
357,148,505,4.7521854488552763e-7
347,156,503,0.0002701843249618543
341,161,502,1.0578409425855538e-17
368,133,501,0.00015268797909301577
349,151,500,3.3113208858233912e-6
286,212,498,0.7092033041123709
350,147,497,0.02839421656669676
383,114,497,0.018115007459142414
408,89,497,6.1293742699132e-9
371,124,495,3.895337930771238e-7
312,183,495,0.0007953401993406627
329,164,493,6.770341495139283e-19
306,187,493,3.2500896243396995e-11
369,123,492,9.479121997401049e-18
357,135,492,0.0017586543877285716
362,127,489,0.569223695751707
320,169,489,0.7575043498576619
309,178,487,3.16482057197689e-10
373,113,486,0.000786324011752554
355,130,485,7.85267857155477e-11
184,300,484,0.18493726411462888
362,121,483,0.9012340258276824
360,121,481,2.2666804582523068e-11
254,226,480,7.603127158233772e-5
344,135,479,4.1111345541829746e-10
366,112,478,0.9950835015825306
335,143,478,2.6432866627908085e-5
318,160,478,0.016013308691301804
38,439,477,0.029022303905307887
311,164,475,2.9416913712499207e-8
304,170,474,0.00016557882028802944
312,161,473,0.007671044080167276
283,190,473,0.41740639649063016
157,316,473,0.4155618969404342
266,206,472,3.057735844940087e-6
17,455,472,0.7455427470345629
333,139,472,NaN
131,341,472,0.17061968600930538
366,105,471,0.04513494929782422
380,90,470,5.212433567291241e-35
338,132,470,7.552444829238268e-11
273,196,469,0.6390588268216347
302,167,469,5.8230384773776436e-5
337,132,469,4.214263553999681e-5
361,107,468,0.6261070981568574
159,309,468,0.005530012845895067
312,156,468,4.524181962055842e-11
355,109,464,1.502358592709454e-9
369,94,463,0.08314666399987719
291,171,462,1.3141864023065222e-6
147,314,461,0.1442430201095987
258,200,458,0.026796831503229934
311,144,455,4.716565114853178e-16
322,132,454,1.8493899149031872e-11
290,164,454,0.05874651298217758
302,150,452,0.21185071034975703
239,211,450,0.2701766251357411
281,168,449,0.0028063552839243857
325,124,449,8.450300078106811e-5
263,186,449,0.9394569650180941
315,133,448,6.519469163465167e-13
351,93,444,0.321221426047442
291,153,444,5.179801276793104e-6
312,132,444,2.84197835379071e-15
301,143,444,0.631220773570296
341,99,440,2.4493504210433194e-12
323,116,439,1.281332597998234e-19
314,124,438,5.424410101280714e-7
299,139,438,0.20815159145568335
102,336,438,0.004882883881653274
146,291,437,0.06771322350663006
261,176,437,0.6307892959593724
314,121,435,0.004513431661852561
311,123,434,1.3960657339097494e-11
219,215,434,0.3888140191088024
288,145,433,0.8918007111474573
332,100,432,0.17315946640643082
244,188,432,0.004569794401285245
289,142,431,1.7819316271647175e-6
218,212,430,0.8652322931034484
329,100,429,3.844907242680488e-5
361,68,429,0.0259591355852181
335,94,429,5.296878186640842e-7
299,129,428,0.9215098426543255
262,165,427,0.032853775051729074
292,133,425,0.0001437570115893417
285,140,425,0.5125296110325024
261,163,424,0.0020200669285706887
334,90,424,0.1765306460416227
327,97,424,0.6378509817028762
251,172,423,0.030281684715849938
345,76,421,0.05051613193744385
235,185,420,0.015392544360838704
162,258,420,0.49569265073737184
298,121,419,1.4350405856058798e-18
282,137,419,1.066265185056436e-7
255,163,418,0.997889325925379
273,144,417,4.210751232939307e-5
144,273,417,NaN
201,216,417,0.019796251803769704
275,141,416,NaN
283,132,415,0.8297878623200927
294,120,414,6.519469163465167e-13
287,127,414,0.07543892630470299
338,75,413,2.290146839669926e-7
85,326,411,2.0576004542137485e-7
162,249,411,NaN
134,276,410,0.0040285477034800584
239,171,410,0.9916966421839661
263,147,410,0.19366392612081315
312,97,409,0.7726517314264018
309,100,409,0.7092033041123709
144,265,409,0.9789190809366978
148,260,408,0.15938727449707998
277,130,407,0.0399895577360755
145,262,407,0.631220773570296
283,124,407,2.7334974364727863e-17
279,127,406,1.588265199437031e-6
268,138,406,1.1275284720588732e-7
329,77,406,0.08681996302186645
290,114,404,NaN
278,126,404,7.290286062751745e-7
140,262,402,0.4144725532144906
305,97,402,0.8450772854630715
71,331,402,0.008099718060819962
266,135,401,0.7423423413009405
232,169,401,0.7289833287438412
318,83,401,0.2280999960762163
247,153,400,0.386451016875126
240,160,400,0.2886060864684747
219,178,397,2.79902230999858e-11
278,119,397,0.09371442244378198
333,64,397,0.37472328455265547
278,119,397,0.13928359195185808
271,125,396,0.006912173936374177
271,124,395,0.6843845575221035
211,183,394,0.29810703568706703
261,133,394,0.03551026815593706
210,183,393,0.008878398081301118
261,131,392,0.24086993290804984
297,95,392,0.4334241705494686
282,109,391,0.08425994499935453
258,132,390,0.007081988936516781
236,154,390,1.8615395495026067e-17
151,239,390,0.5677844701337181
148,241,389,0.1205032423776778
252,136,388,0.9590286414731528
123,265,388,NaN
299,88,387,5.712596241331687e-13
256,130,386,0.007645103584094198
246,139,385,0.26604337592293614
226,159,385,0.9029222933456095
268,116,384,0.02803869711770341
269,114,383,0.8596325355572
260,123,383,9.038930967709074e-9
216,166,382,0.6698788055378292
300,82,382,7.827802972005542e-5
255,126,381,7.700432543536526e-5
257,123,380,0.9352954805987455
222,157,379,0.3172334325391073
222,156,378,0.5381707567276771
273,103,376,0.24965032051919894
217,159,376,6.702011411167969e-11
138,235,373,NaN
256,117,373,5.650781724802543e-11
23,349,372,0.4071722505284576
271,100,371,0.010539355997850663
231,140,371,0.00291029030247397
253,115,368,0.826340972064443
258,110,368,0.5796108754757939
267,101,368,0.4475557477195245
252,115,367,0.9588299566666871
284,82,366,0.8652322931034484
284,81,365,0.13938281040560527
249,115,364,0.8840328478926476
197,167,364,4.2098018594593685e-11
203,160,363,0.0003223368496086517
267,96,363,0.019221420813100853
258,105,363,4.0267965831034256e-5
26,337,363,0.014641920730360478
251,111,362,0.03307529944720139
232,129,361,0.21657264048328526
273,87,360,4.637488151322895e-11
270,90,360,0.0024126205505019334
267,92,359,0.19959907470489832
242,117,359,0.3207545844738191
255,103,358,1.38960945534886e-8
277,81,358,0.005470289416445413
267,91,358,0.000713877898576595
272,85,357,2.3401930310901515e-16
289,68,357,0.0020956078012940122
269,88,357,0.8827570506600473
19,338,357,0.13695747655435897
251,105,356,0.08612589160650815
289,65,354,0.4073883301637009
232,122,354,0.714562597318682
246,107,353,0.17416563700949528
259,93,352,0.631220773570296
261,90,351,3.763624641363656e-7
161,190,351,0.9733084005106692
253,96,349,0.019826946844161263
262,87,349,0.7498914042714114
119,230,349,0.31538291069709495
25,324,349,0.036036832409506635
16,333,349,0.0076665282557453465
246,102,348,NaN
246,102,348,0.8320883450050467
249,99,348,6.124533430489567e-6
188,160,348,0.10393315791024997
266,81,347,0.002675438762117745
237,110,347,3.8600778028853794e-12
228,118,346,0.7423423413009405
248,98,346,NaN
259,85,344,6.1122243538962634e-15
249,94,343,3.8367414774703596e-15
244,99,343,0.0007094095828482595
236,105,341,0.2502587736032143
247,94,341,0.28227828798661897
218,122,340,7.537680091959841e-8
242,98,340,0.02787455723542097
247,92,339,0.2783692877527476
251,88,339,0.9248626509811821
85,253,338,0.3557510427918548
262,76,338,1.5836743319996288e-8
262,76,338,0.0001990092922886403
235,103,338,1.0451993882779445e-5
162,176,338,0.6950686511737141
235,102,337,0.005251276524751621
274,63,337,0.07977372773776752
246,90,336,1.0725166065720575e-6
229,107,336,0.22096478128244906
231,105,336,0.31538291069709495
225,111,336,0.5417209770628222
235,101,336,2.624772468394795e-7
197,138,335,0.09466571838650399
263,72,335,0.2783692877527476
186,145,331,2.2294094657138073e-9
269,62,331,1.5681014868192545e-5
177,154,331,0.3892404650973566
234,97,331,1.906087302574598e-5
245,85,330,0.24290906152647984
212,117,329,0.8154787218933993
219,110,329,0.00013281713555631698
232,97,329,1.2805634389721551e-5
271,58,329,0.017652793069343847
220,109,329,0.06843332932655227
216,111,327,0.0038346134021225186
234,93,327,8.49910212299682e-13
102,225,327,0.27865345825553495
237,89,326,0.011601628003786328
261,65,326,0.018423910026202722
226,100,326,0.6703217933292486
216,110,326,7.2103526975121e-5
198,128,326,0.14200068854108394
235,90,325,0.8006586145440605
197,128,325,0.032853775051729074
232,93,325,0.0007269970084267489
