hfq_hcd_1,hfq_hcd_2,nb_ints,bp_fdr
76,165,241,2.998731673854404e-9
150,89,239,0.8650076002264386
109,130,239,0.4495446043840658
0,239,239,0.5436724551002615
213,25,238,0.12054287796600785
160,77,237,2.8328160831796703e-8
105,132,237,0.9862691009837826
54,183,237,0.0016774876719426303
178,58,236,6.01563189505401e-13
112,124,236,0.2950002440110068
110,126,236,0.10264549602163214
114,121,235,1.1877022352646597e-6
97,136,233,0.5436724551002615
102,131,233,0.21231232342310827
122,110,232,0.9978108610173989
34,197,231,9.602433032083893e-8
117,114,231,0.8975048543322908
129,102,231,4.0524820155086925e-5
28,202,230,0.00025270558135888414
109,120,229,NaN
159,69,228,3.215721710471813e-5
134,94,228,2.202213738694368e-5
149,77,226,1.6172760469904104e-7
18,206,224,4.6393640265531736e-8
220,3,223,0.743526267532972
47,175,222,0.2506505417905184
93,129,222,0.16122484372340423
124,97,221,0.04422282856187942
169,52,221,NaN
194,27,221,0.2954702536051641
100,120,220,0.05631407900959844
59,161,220,0.0007296869217738635
201,19,220,0.04623223466719463
86,133,219,5.805208602947723e-5
92,126,218,0.556548409283419
84,134,218,0.6681629968028858
216,2,218,0.6291723264168632
86,132,218,0.6711868417913297
142,74,216,0.46095371156670006
117,99,216,0.7115618115380308
68,147,215,2.5951893753752686e-12
154,59,213,0.08509261982872529
74,139,213,3.1458005932610105e-5
138,75,213,3.501308239885658e-9
0,213,213,0.8680043342709116
62,150,212,4.3883004403503725e-5
15,197,212,0.0038321241039739815
139,72,211,0.8475395468412751
95,116,211,0.5398195627135921
165,45,210,0.03184441363446245
0,210,210,0.9255431095586868
83,126,209,0.10421480902916178
16,193,209,0.49760645166926687
33,176,209,0.015482762081108232
108,100,208,0.9988805798019055
175,33,208,0.9492959496387576
87,121,208,0.041655030385332976
92,116,208,0.912484067245082
121,87,208,0.0022725260098321646
3,204,207,NaN
23,184,207,0.0010860743841492981
34,173,207,0.0006902086109745803
142,64,206,0.6417441787242331
97,109,206,1.5249168477575109e-13
81,125,206,0.12004596001651816
80,126,206,0.12850144349580897
37,169,206,3.9660965895960506e-9
0,206,206,0.9494980072657516
61,144,205,0.9048384547323681
58,147,205,0.007729792614985622
120,84,204,0.41386026594068637
116,88,204,1.3270658884454109e-5
136,68,204,0.0037139322457399792
104,100,204,9.6069714173059e-10
71,133,204,0.03699915555555507
117,86,203,0.25833126503128084
103,99,202,0.013394786851822627
119,82,201,9.635613539060633e-6
200,0,200,NaN
102,98,200,0.08597140562250248
73,127,200,NaN
94,106,200,NaN
30,170,200,4.633752670566595e-7
68,131,199,0.05432395515523073
120,78,198,0.7435026469914164
103,95,198,1.1874953413913129e-8
83,115,198,0.7647821471473683
136,61,197,0.9370946320424296
144,53,197,0.3771091962415967
92,105,197,0.0640450458600324
130,67,197,0.19778627123287906
89,108,197,0.003313232576794268
39,158,197,0.023201927782906504
70,126,196,0.04865788038130383
94,102,196,0.2513991818975698
196,0,196,0.08313772062739644
90,106,196,0.1779917085610446
39,157,196,0.04368397941442143
195,0,195,0.9963401800767422
108,87,195,0.8807604994762427
120,75,195,0.005613845056063607
1,194,195,0.21780701902471042
80,114,194,0.6030449935256316
102,92,194,9.904955636297025e-17
41,152,193,9.861428656921631e-15
68,124,192,0.027536705350172594
92,99,191,0.7176250446744489
91,100,191,0.0968929820210358
80,111,191,NaN
67,124,191,0.0020044897960118458
105,84,189,0.00011629486622892974
136,53,189,0.3946108593612548
89,100,189,0.32204760611626027
64,125,189,0.01407661865718265
75,114,189,3.61297618125952e-9
41,148,189,0.9564517636473293
21,168,189,5.606494803117635e-9
59,129,188,0.912484067245082
168,20,188,6.239319593606648e-14
74,114,188,6.621404787477591e-13
28,160,188,0.019816688562941366
0,188,188,0.34218663792487075
90,97,187,0.22030875329462135
57,130,187,0.14918967988287754
86,101,187,NaN
120,67,187,0.7606290464031836
121,66,187,5.271712750674222e-16
108,79,187,0.9764973997616925
52,135,187,0.6711868417913297
23,164,187,0.16892676507977705
159,27,186,0.9297853481348709
139,47,186,0.017885932416267757
14,172,186,2.7387942526337073e-8
0,186,186,0.2506505417905184
34,151,185,0.14167778196069591
16,169,185,1.0875159114103595e-7
133,51,184,0.001019001456406515
108,76,184,0.1921949779446829
91,93,184,0.21780701902471042
111,72,183,0.16892676507977705
116,67,183,7.00492516390687e-11
140,43,183,0.04424037067947787
176,7,183,0.9703220335374653
82,101,183,0.11215324175779173
70,113,183,0.32172774393423453
121,60,181,0.44866759124185646
119,62,181,0.16289864734888312
72,109,181,0.529426467315798
72,109,181,4.780644695898329e-7
37,143,180,0.9370946320424296
115,65,180,0.00046973865825764857
56,123,179,0.017549438511396773
67,112,179,0.0681138932339847
130,49,179,0.00031716125012001394
33,145,178,0.023023566940051816
43,135,178,0.0024553408772630576
62,115,177,0.32204760611626027
49,128,177,1.1465250218619378e-8
21,156,177,8.239176449069399e-8
42,134,176,0.005694482596703961
71,105,176,0.002629306814667201
100,76,176,0.6180829931026335
22,154,176,0.06212878236867929
111,64,175,0.031129917879421466
67,108,175,5.0315698929360455e-5
98,77,175,0.014263199529951656
20,155,175,8.200534122072584e-6
94,80,174,0.006720334420711236
96,78,174,0.30732239571103065
87,87,174,5.836295921987679e-7
94,79,173,0.04865788038130383
78,95,173,0.025363220785207485
65,108,173,0.9255431095586868
87,86,173,0.5789543010057
34,138,172,0.01387269906706835
110,62,172,0.00014567040720720397
167,5,172,0.285231730350609
52,120,172,6.271357411377066e-14
85,87,172,0.3889767462909947
0,171,171,NaN
80,90,170,0.6021878169459435
89,80,169,0.0029555743743756744
70,99,169,0.35918334633262433
36,133,169,NaN
78,91,169,0.8269738332287646
84,85,169,2.7063133286276317e-22
26,143,169,0.005613845056063607
168,0,168,0.285231730350609
91,77,168,0.010039874666892186
41,127,168,0.4247771384792312
82,85,167,0.4538367131612745
36,131,167,0.0002917038337258768
75,92,167,0.2959455059617953
74,93,167,0.017142378816222575
25,142,167,0.07232833708807172
48,118,166,0.0018850818092709346
138,28,166,0.9037542882059934
0,166,166,NaN
0,166,166,0.6291723264168632
47,118,165,0.04345302399345231
25,140,165,5.1367160606494174e-15
105,59,164,0.019256169791412755
70,94,164,0.45452726459715714
17,147,164,0.013135794871795524
70,93,163,0.9370946320424296
78,85,163,0.03184441363446245
56,107,163,0.00115221365471762
154,9,163,0.9994542234755575
100,62,162,0.9648751459826931
119,43,162,1.7315999019087076e-7
75,87,162,NaN
77,85,162,0.6291723264168632
120,41,161,0.01394285488926195
81,80,161,0.6711868417913297
46,115,161,0.1921949779446829
105,56,161,0.9968551275750516
80,81,161,NaN
27,133,160,0.10249578190135031
103,56,159,0.004715231185707418
79,79,158,0.05668821187345286
1,157,158,0.7960498888662445
144,13,157,0.04060607128345035
157,0,157,0.5436724551002615
15,142,157,1.619789134149495e-6
42,115,157,1.6535741059959557e-10
81,75,156,0.0031310207784124504
17,139,156,1.6851451097042777e-7
99,56,155,0.6711868417913297
84,71,155,0.008902556399677353
74,81,155,5.393405984817446e-8
82,73,155,NaN
50,105,155,0.4005674250897617
86,69,155,0.0017412174636961331
61,93,154,0.44866759124185646
105,49,154,0.12850144349580897
102,52,154,0.0003815753880003723
73,81,154,0.562772428516205
92,62,154,0.00019128065204696143
58,95,153,0.26642415204606384
109,43,152,8.548423375091364e-11
110,42,152,2.3281038107995092e-7
103,48,151,0.3089837028617113
114,37,151,5.257435627045111e-17
79,72,151,0.9997846055166715
63,88,151,0.02131623521178
62,89,151,0.0002621843042510743
56,95,151,0.16892676507977705
102,48,150,0.019955948490115862
150,0,150,NaN
26,124,150,0.9105185920087568
47,102,149,0.07794755907232402
84,65,149,0.12850144349580897
36,113,149,0.6486784197570317
93,55,148,3.6238933465775635e-8
48,100,148,0.9564517636473293
89,59,148,0.001967727249622014
44,104,148,0.25907035826830416
25,123,148,4.463457049541789e-5
37,111,148,0.6291723264168632
43,105,148,0.04865788038130383
53,94,147,2.5256264854967697e-12
24,123,147,1.2352567813551546e-10
76,70,146,5.183670774338607e-43
82,64,146,0.17993663488239817
90,56,146,0.07385936703085712
53,93,146,0.012114109006255768
45,101,146,0.00046110739037883894
32,114,146,5.674732894222732e-7
34,111,145,0.7840457964975711
79,66,145,1.3544188872710187e-10
90,55,145,0.21780701902471042
77,68,145,7.487848561343649e-5
38,107,145,1.1018475248933947e-6
59,86,145,0.09187555014977301
42,103,145,0.8449808679791557
74,71,145,0.8975048543322908
57,88,145,0.9255431095586868
131,13,144,1.312250341073047e-18
19,125,144,0.16892676507977705
82,62,144,0.0011802328462263384
22,122,144,1.1823017821364045e-6
27,117,144,0.002300049340264029
21,123,144,0.44866759124185646
57,86,143,0.6429797742187295
91,52,143,0.8678696172334219
82,61,143,0.2921329322069749
91,52,143,0.6711868417913297
84,59,143,0.04136381953944775
68,75,143,1.2759780393882211e-20
38,105,143,0.9255431095586868
113,29,142,5.3189454315133445e-6
63,79,142,0.004933094729940879
59,83,142,0.8807871735645849
53,89,142,2.9950024319456556e-11
19,123,142,0.5308859722274537
1,141,142,0.9703220335374653
77,64,141,8.043981590360144e-6
56,85,141,0.23535998208527975
60,81,141,0.08678637673885536
12,129,141,0.00010361419777060141
59,81,140,0.8824229336212897
46,94,140,1.2280093791441685e-26
64,76,140,0.20872759985129818
53,87,140,0.0004981175710908999
75,65,140,0.40869676733342
139,1,140,0.5943029420847269
85,55,140,0.8824229336212897
65,75,140,0.37169844846812433
63,76,139,0.2975557117091046
17,122,139,0.17501881016198634
105,34,139,0.6291723264168632
30,109,139,0.09053432863002192
138,0,138,0.5257604874683859
58,80,138,1.6635065808705296e-10
125,13,138,8.416200805138136e-6
73,65,138,0.004079717861205951
56,82,138,0.05447246844862457
45,93,138,0.28530575676456293
72,66,138,0.011172931809522797
18,120,138,2.770583398885559e-6
96,41,137,0.12435946752666607
77,60,137,4.5734245898147043e-20
82,55,137,1.4250368941242704e-16
97,40,137,0.8850372637740234
26,111,137,NaN
77,59,136,7.147142649984947e-11
79,57,136,0.01528974985693621
71,65,136,0.12237069599004811
106,30,136,9.834524465032467e-18
81,55,136,0.35918334633262433
18,118,136,0.07852668958511672
136,0,136,NaN
31,105,136,0.2506505417905184
17,119,136,0.1921949779446829
46,89,135,0.0981462602611937
16,119,135,0.020724062087912304
135,0,135,0.8029725074042398
45,90,135,1.0155159117323525e-5
15,120,135,7.523466577861128e-7
52,82,134,0.07164355967889185
79,55,134,0.01829016594256218
82,52,134,0.35918334633262433
28,106,134,0.007433825048239662
41,92,133,0.5025036013270863
114,19,133,3.2901830436245624e-25
66,67,133,0.00022582017985177082
108,25,133,0.013135794871795524
29,104,133,0.4380257627772293
68,65,133,0.020724062087912304
67,66,133,0.16892676507977705
113,19,132,0.4035449866374549
45,87,132,9.715736975079852e-5
64,68,132,0.2506505417905184
79,53,132,0.13712083250069837
50,81,131,0.14701094102636791
131,0,131,NaN
62,69,131,0.49123247341127657
17,114,131,0.285231730350609
37,94,131,4.373650682061087e-8
119,11,130,0.8650076002264386
77,53,130,0.001066206485517594
91,39,130,0.02423479068528996
33,97,130,2.709280824277154e-7
27,103,130,0.2712498456667463
25,105,130,1.1753222227631646e-7
36,94,130,0.21780701902471042
0,130,130,0.5436724551002615
107,22,129,0.009189665523477854
52,77,129,0.41519457210622723
15,114,129,0.0029196187499808293
65,64,129,0.6291723264168632
115,14,129,0.9429692730916045
127,1,128,0.8975048543322908
24,104,128,0.16892676507977705
93,35,128,0.0026763578071553468
20,108,128,0.44866759124185646
32,95,127,0.3444800534736777
72,55,127,1.7235637488323637e-6
29,98,127,0.01674932514902875
62,65,127,0.019210881170964433
102,25,127,2.4201853464370615e-7
32,95,127,1.7373799996961967e-12
0,127,127,0.7742996008795586
60,66,126,0.9862691009837826
28,98,126,0.00017460643844826045
53,73,126,9.054250225164709e-7
125,1,126,0.7938189364889608
51,75,126,0.0008297034665827366
26,100,126,0.6711868417913297
91,34,125,5.337214655672337e-5
75,50,125,0.4005674250897617
58,67,125,0.0009115250428759947
81,44,125,0.5155115209204855
76,49,125,0.6291723264168632
58,67,125,0.0003371292489475224
66,58,124,0.8307876333753198
63,61,124,0.21780701902471042
85,39,124,NaN
32,92,124,0.0019901974837216066
32,92,124,0.0640450458600324
14,110,124,0.912484067245082
0,124,124,0.8255935837441757
91,32,123,2.116539913946572e-10
62,61,123,0.964109046255293
68,55,123,0.10652619999484675
76,47,123,0.223693505947438
54,69,123,NaN
6,117,123,0.32204760611626027
58,64,122,0.8975048543322908
94,28,122,0.03699915555555507
65,57,122,NaN
27,95,122,0.0640450458600324
17,105,122,9.807444162014572e-5
75,46,121,NaN
55,66,121,0.6291723264168632
74,47,121,0.026081677591290986
109,12,121,6.800222712750171e-16
66,55,121,0.03255740400861424
28,93,121,0.0005450561910393957
47,73,120,5.7249881571472226e-18
65,55,120,0.7099946859060099
67,53,120,0.9842091269007731
21,99,120,0.03597467146022462
0,120,120,NaN
45,74,119,0.03699915555555507
86,33,119,0.8709318983287624
80,39,119,5.424674180834593e-37
66,53,119,0.7099946859060099
0,119,119,NaN
33,85,118,0.285231730350609
81,37,118,NaN
30,88,118,0.5760015302227088
26,92,118,4.2986474071364674e-8
85,33,118,0.20295332346899403
68,50,118,7.465963509528703e-5
50,68,118,0.9994542234755575
54,64,118,0.07797528307509231
83,34,117,0.9255431095586868
88,29,117,0.004715231185707418
22,95,117,0.01598723011933048
67,50,117,0.0003112984974190062
17,100,117,0.0981462602611937
54,63,117,0.00048416745858742674
50,67,117,0.9965640612738842
116,0,116,NaN
17,99,116,1.921700046190789e-10
75,41,116,NaN
29,87,116,0.24687487979845651
75,41,116,0.0219109906771756
65,51,116,1.6817224014393584e-8
33,83,116,1.4289347458283215e-7
83,33,116,0.32204760611626027
23,93,116,0.12850144349580897
41,74,115,0.21947538382359488
22,93,115,5.35210914248439e-11
27,88,115,8.750462795615408e-5
36,79,115,0.004024605537077534
83,31,114,NaN
63,51,114,0.0014229435186098164
36,78,114,0.14452755277640553
96,18,114,0.00215813354985634
57,57,114,0.7330877534528819
80,34,114,0.9862691009837826
43,71,114,0.011642121182549902
95,19,114,0.4564291187226796
70,44,114,8.646116892758558e-16
46,68,114,0.0981462602611937
113,1,114,0.9703220335374653
25,89,114,0.004536424518520487
13,101,114,4.5901627218944044e-10
47,66,113,1.7804815454672084e-5
48,65,113,0.0005060525530772424
39,74,113,0.00020920695917337772
57,56,113,NaN
18,95,113,0.004034509621593534
45,68,113,0.03873497077525591
25,88,113,9.044273696023543e-6
45,68,113,0.5857933458990237
45,67,112,0.0017227114639656134
56,56,112,0.23211877093475058
45,67,112,3.2441708431065053e-9
49,63,112,0.7481588136933676
25,87,112,0.964109046255293
22,90,112,0.0047253259569480415
