hfq_hcd_1,hfq_hcd_2,nb_ints,bp_fdr
654,678,1332,2.6310349075270685e-11
963,364,1327,NaN
425,821,1246,1.2707160397853046e-11
561,673,1234,0.7188460181803934
318,898,1216,4.1528709421219333e-29
173,1036,1209,1.6705250318639122e-17
565,631,1196,0.007468325236412629
662,499,1161,7.0976559930181135e-6
352,782,1134,0.31747254048537576
807,325,1132,0.0008946296163768663
604,525,1129,0.00037173336717369874
664,441,1105,0.8086231268276398
779,315,1094,NaN
760,311,1071,NaN
150,913,1063,0.9884400168235171
703,344,1047,0.7598119301284781
568,479,1047,0.5775525665651291
697,345,1042,0.08562647313259962
489,544,1033,0.1507288277158161
490,535,1025,0.2088844544951591
370,648,1018,1.4236968458162591e-5
656,359,1015,1.1851861037118043e-11
623,386,1009,0.5523648636569257
561,428,989,0.0030622815663587572
185,803,988,3.139578803865307e-5
113,863,976,2.295451203014144e-13
251,721,972,0.5523648636569257
184,786,970,0.002473985395199167
703,260,963,0.8600397173078664
668,277,945,NaN
567,374,941,0.33553033602770127
664,275,939,NaN
152,768,920,0.0006423737762536318
148,768,916,1.0117593017910675e-9
649,257,906,0.0010003616153672263
598,304,902,NaN
464,437,901,0.0503944665317212
88,798,886,0.9797458228103304
594,272,866,0.9954273361972739
584,269,853,NaN
523,328,851,8.883954269137528e-10
562,284,846,NaN
479,365,844,0.0003324268474602021
522,322,844,NaN
365,477,842,2.216783834208545e-6
598,238,836,6.649167723673562e-6
426,407,833,0.21770839300597963
572,260,832,0.3595144329111522
668,162,830,0.05916634506716057
563,267,830,NaN
161,658,819,1.934162182208306e-5
579,237,816,0.8302287522477523
123,692,815,2.907582421745388e-10
229,581,810,0.821723274354371
527,278,805,0.011010998384437642
512,288,800,NaN
366,434,800,0.00013396127119114242
541,248,789,NaN
509,278,787,NaN
463,316,779,NaN
101,666,767,0.17060939169921022
467,291,758,0.1507288277158161
193,564,757,0.0014622821746676903
501,249,750,NaN
513,228,741,NaN
272,462,734,2.4695437500421598e-17
455,278,733,NaN
459,274,733,0.8062781873736411
508,218,726,0.10483276970828209
311,414,725,0.11669146769470588
202,520,722,1.3633980628080784e-5
400,315,715,0.86482303902549
649,61,710,1.7835539792824823e-19
443,265,708,NaN
493,200,693,0.007616331988731861
302,389,691,0.6016095322531789
406,278,684,0.9879445083705202
491,193,684,NaN
321,360,681,1.6083358001922318e-13
213,466,679,2.2041670331519393e-15
304,372,676,0.15348760037464887
550,124,674,0.00010230392233880059
508,163,671,NaN
418,253,671,0.8723440292898591
381,288,669,0.005634571703672751
116,541,657,0.0526397091247217
292,360,652,0.9357857374272102
117,530,647,0.00023352448159148594
432,214,646,0.00022874537443438463
488,157,645,NaN
240,396,636,0.03741252622054439
171,464,635,0.0024377537568245123
554,79,633,0.19676548561638083
446,181,627,1.0825982303101827e-16
584,39,623,0.00220877136596021
196,424,620,0.41042378787561506
79,537,616,0.003890852515972302
343,271,614,0.41042378787561506
281,329,610,6.648974660081936e-9
399,198,597,0.002955688636191107
305,288,593,1.2157299659352975e-14
79,514,593,0.001402800980143188
301,287,588,0.8913573003269399
370,217,587,8.796704503557836e-7
335,248,583,0.5523648636569257
327,256,583,0.011646550825189204
143,438,581,0.00029461868307390155
352,227,579,NaN
300,276,576,0.6803638922571923
99,477,576,0.41042378787561506
485,89,574,0.0026142914823017835
355,213,568,NaN
426,136,562,0.010067673723004749
259,299,558,0.011048101074203582
283,272,555,1.35014629444156e-13
341,207,548,NaN
423,124,547,0.7509979234994011
285,260,545,0.9303967638107242
293,249,542,1.479299169686062e-5
112,429,541,0.7226578503646806
278,262,540,0.9570508211636278
274,262,536,0.31093972499659156
350,184,534,NaN
409,123,532,NaN
294,236,530,0.018097828123068795
365,160,525,1.4859684234560425e-13
360,164,524,NaN
210,313,523,0.0006878096295513437
299,222,521,0.22566217291689336
322,192,514,NaN
236,277,513,0.749242426971893
203,301,504,0.07778394099179928
116,388,504,0.41042378787561506
272,230,502,6.492111882842338e-5
73,427,500,0.16613450070110886
72,426,498,6.667933267168834e-19
430,67,497,3.951618617253796e-18
343,154,497,NaN
105,392,497,0.0005086628682621034
342,154,496,0.4586140219451372
310,185,495,0.12631287579485667
191,303,494,3.1592193184059354e-8
300,193,493,NaN
143,347,490,3.8286384830308105e-10
240,249,489,0.9989980546552272
378,110,488,0.02744881821583382
281,205,486,0.7768267536898675
166,319,485,0.6186615358783023
262,221,483,0.08657809290275065
190,293,483,0.002020042458029525
131,345,476,0.2088844544951591
314,160,474,NaN
318,156,474,0.0004189867937476118
209,263,472,0.8302287522477523
326,141,467,NaN
235,232,467,0.8453443682376957
290,176,466,0.8302287522477523
95,367,462,3.473683627057986e-5
209,253,462,NaN
204,256,460,0.9359415412195534
143,315,458,0.004712440902467837
104,353,457,5.67052984510838e-17
97,357,454,5.1643496406988095e-8
293,159,452,NaN
312,138,450,0.10618439228668425
302,147,449,NaN
199,250,449,0.6061233859150627
324,123,447,NaN
140,306,446,6.591216882772116e-10
274,171,445,NaN
278,165,443,0.28293497537589324
130,312,442,0.003930060864272878
246,193,439,0.010331278351138602
184,254,438,6.712641994141211e-8
108,330,438,5.265343857357827e-15
329,107,436,2.6539296225205577e-5
171,261,432,0.15348760037464887
263,168,431,0.5076524678986474
235,196,431,0.0752863790696696
209,221,430,0.0038237015157858347
70,359,429,0.001171464577005623
197,231,428,0.08818692132305243
169,258,427,1.5857598840422905e-5
216,208,424,8.472699890302034e-11
69,355,424,0.11302026105487464
281,140,421,NaN
135,283,418,0.0006040988992231794
353,64,417,0.5115719245559515
86,325,411,0.2795481783803956
282,128,410,0.11302026105487464
132,277,409,8.46712467260348e-8
97,311,408,0.2795481783803956
82,323,405,0.014672228567852533
320,83,403,NaN
283,118,401,0.04263845043616167
245,156,401,0.9999978710276273
208,190,398,0.10704411792017147
322,76,398,0.43153115984831464
76,322,398,NaN
135,260,395,0.4586140219451372
223,171,394,1.9267455626388748e-16
87,305,392,NaN
102,290,392,0.05418702139076871
244,147,391,NaN
275,114,389,0.00016861136924379362
113,276,389,0.22588287351544553
297,92,389,NaN
244,143,387,0.2088844544951591
173,214,387,0.027764538995531864
162,222,384,6.617862609519856e-5
249,135,384,0.5828575873284121
45,338,383,2.5442991308797633e-14
281,102,383,NaN
247,135,382,NaN
334,48,382,0.9329883633354683
215,166,381,0.21253323187083586
236,145,381,NaN
53,327,380,4.3403885057162e-5
230,149,379,0.04861642625489115
241,138,379,2.6687176087930253e-14
104,275,379,0.5979988633212578
205,173,378,0.26548030597938344
85,293,378,0.00018261631060509527
184,191,375,0.3193104281105608
116,259,375,0.01133723578548049
169,201,370,0.002702869922288079
216,154,370,0.9982303786618566
184,186,370,1.189527027566612e-12
71,297,368,0.3193104281105608
262,106,368,0.08938001634677822
215,153,368,0.9879445083705202
184,182,366,0.13298372529805114
134,229,363,0.006770900559713291
221,141,362,NaN
109,250,359,0.20885620281994255
197,161,358,0.5076524678986474
52,305,357,5.847075380014904e-13
103,253,356,NaN
42,312,354,0.02300165579233898
141,213,354,0.0035147735611445563
226,126,352,NaN
120,230,350,0.6699026606480135
242,106,348,NaN
238,108,346,0.0003519828258694118
222,122,344,NaN
36,307,343,5.1519983321697864e-8
172,170,342,0.010535957886903992
77,265,342,0.04452242525107462
78,263,341,0.052278755622657935
165,167,332,0.015392470542586563
283,48,331,2.2244980790000584e-18
243,88,331,NaN
203,127,330,4.818080713939992e-16
159,171,330,0.8805237733830974
99,231,330,0.008020319472478521
226,104,330,NaN
196,131,327,0.17446831045191977
128,199,327,0.01788245207000743
206,120,326,5.313933380572467e-7
216,109,325,0.13831213626264413
194,131,325,0.0007290612506980087
202,121,323,NaN
205,118,323,NaN
55,267,322,0.0411010519701703
36,285,321,0.00018874459799807754
231,89,320,NaN
159,159,318,0.8280190495522692
170,147,317,0.1847483429775703
135,180,315,0.0994698682026634
86,229,315,0.00010026184050158751
200,114,314,2.1923764088651112e-5
162,151,313,0.00513122906375172
237,75,312,NaN
219,92,311,0.2426068904918033
113,195,308,0.0003379172975479652
147,158,305,0.076428514551839
193,112,305,0.8537370498976523
133,171,304,0.37438216150281955
200,103,303,1.336794644656473e-12
151,152,303,0.03715790238086842
175,127,302,0.1501800452173334
130,171,301,5.0544960363306215e-16
96,204,300,0.39776973938247095
43,256,299,2.462290603411206e-7
48,251,299,0.8831108646704922
48,250,298,9.328116913216523e-5
62,236,298,1.693426045245194e-6
175,123,298,0.00010230392233880059
95,203,298,0.7219821206885174
206,90,296,NaN
155,140,295,0.41042378787561506
77,218,295,NaN
45,249,294,1.89444883614635e-6
58,236,294,2.4163474017277134e-8
135,157,292,1.1648179892995795e-15
50,242,292,0.87442492321215
208,83,291,NaN
132,159,291,0.29802653962508213
97,192,289,0.0001568199929745508
200,88,288,0.6441056135399629
116,172,288,0.5523648636569257
49,239,288,0.2088844544951591
131,154,285,1.7389640864741848e-5
212,72,284,NaN
186,97,283,4.4736448548444407e-13
146,134,280,0.05286048168522138
165,115,280,0.8296863037817443
93,187,280,0.39130039383188864
213,66,279,1.2169409175494673e-8
123,155,278,7.580349592615105e-5
142,134,276,0.00011096469202056413
78,198,276,0.8896521374788088
38,237,275,0.09652246162613985
156,119,275,0.010331278351138602
175,100,275,NaN
87,187,274,0.17005011166707953
162,110,272,0.021132969505443747
143,129,272,0.10524769523687562
37,234,271,1.4010153542128823e-6
198,72,270,NaN
124,146,270,NaN
46,224,270,4.39030162706202e-11
152,116,268,0.05916634506716057
209,59,268,NaN
150,117,267,0.16817699902499525
45,222,267,0.9659495665715027
192,74,266,NaN
43,222,265,0.002477370786516876
56,208,264,0.33532230856516276
154,109,263,0.09276113345279113
64,199,263,2.7905393903745887e-12
40,222,262,0.11730250581458405
138,124,262,0.7891160073900603
41,220,261,0.0069040987561524445
128,132,260,0.0007189248420581499
124,135,259,0.15348760037464887
82,176,258,1.725254777809376e-7
128,130,258,0.8835168177461369
139,117,256,0.00010843332106380439
48,207,255,0.30885484835550964
135,118,253,9.607063451701095e-5
51,202,253,0.004052602105284741
44,209,253,1.3720433528704987e-10
185,67,252,0.016901043880074358
114,138,252,0.0059175962629531955
145,106,251,0.5076524678986474
111,140,251,NaN
43,208,251,0.7942332011209595
182,68,250,0.05916634506716057
78,172,250,0.021982384273187792
87,163,250,0.6066428145672197
123,126,249,0.017809239281788392
139,110,249,1.648446823504371e-5
95,154,249,0.34016496115167333
134,114,248,0.2306999230841358
185,62,247,NaN
146,101,247,9.226977070734065e-16
69,177,246,0.00041842777679639736
182,64,246,NaN
84,161,245,0.007524405405343552
20,225,245,6.298113675871878e-11
21,224,245,0.0006345551758432137
178,66,244,0.05916634506716057
113,131,244,1.6283860876675022e-9
80,163,243,0.028755452747815356
173,70,243,0.8826851141263592
176,66,242,0.15348760037464887
100,141,241,0.0007032488190189076
80,160,240,6.69427478706609e-7
171,67,238,0.1273450103681269
21,217,238,0.9564476757578108
86,152,238,3.8657903821099844e-5
34,204,238,0.12634469093900128
166,71,237,0.3348547969251327
32,205,237,0.9985225482072259
115,120,235,0.00028285540045209237
77,157,234,5.6898005845432494e-9
124,108,232,0.02931008298477576
53,179,232,0.004910776750013742
122,109,231,1.501511805862764e-6
216,14,230,7.235316857931129e-18
150,80,230,NaN
173,57,230,0.7509979234994011
31,199,230,2.1534133043889202e-6
163,66,229,NaN
174,55,229,5.667018323287775e-12
150,75,225,3.4500630326907e-7
155,69,224,3.209362890005793e-8
95,129,224,0.25591280012351386
202,22,224,0.0016268551242562164
34,189,223,7.786801470078297e-6
136,87,223,0.8377688499378797
145,78,223,0.34799841511962243
18,205,223,6.608572439506938e-10
76,145,221,0.4475781946986954
28,193,221,0.11320075825419007
109,111,220,0.6116108179024095
100,118,218,0.03719540714919751
97,121,218,0.28937051218697774
118,99,217,0.9962234578773226
156,60,216,0.47559250345728715
44,171,215,0.10252135503540342
49,165,214,0.6549875268098011
85,129,214,NaN
86,127,213,0.41473724472715606
169,44,213,9.047507731852146e-13
133,80,213,0.9109127705689531
92,121,213,0.164125701777946
120,92,212,0.08974289285323084
91,120,211,0.05102437524607755
84,127,211,5.6971108322410734e-5
142,68,210,NaN
89,121,210,0.29520756710331325
154,55,209,1.1321666954043836e-14
182,27,209,0.34321302509995066
122,87,209,3.5687964395763333e-5
17,192,209,0.01143214622991464
110,98,208,0.751197631278197
149,59,208,0.03669632422931612
116,92,208,0.8533972176572991
82,125,207,0.17968577129043867
100,107,207,4.818080713939992e-16
159,48,207,1.6892090925227787e-12
162,44,206,0.11596396608464649
88,118,206,0.39815870127038633
108,98,206,0.9989980546552272
81,125,206,0.6279384413177266
64,142,206,1.152654588873802e-12
187,18,205,0.15119516410445816
92,113,205,0.05811045589421585
110,94,204,0.0015723713791512884
87,117,204,0.004646743476860501
116,88,204,0.0008007185906994457
23,181,204,0.13221071469067883
54,149,203,0.039640293140038384
87,115,202,1.0070663838269796e-12
35,167,202,0.0011407343464581846
140,61,201,1.8729473092622675e-6
137,64,201,1.2484677315213616e-5
80,121,201,0.2088844544951591
74,127,201,NaN
95,106,201,NaN
151,49,200,0.6329495157066432
99,100,199,4.126501883815495e-8
125,74,199,3.1096804433535007e-7
66,133,199,0.017809239281788392
59,138,197,0.899352282604557
101,96,197,0.2088844544951591
102,94,196,0.03788343321610772
57,139,196,0.004155555818570849
66,130,196,3.3476066331141785e-6
42,154,196,3.426582102978588e-14
34,162,196,8.579039083266628e-10
30,166,196,3.339015079197646e-7
89,106,195,0.0038491004559300327
76,119,195,0.004712440902467837
70,124,194,0.017652975182271186
110,84,194,0.7755787217256536
93,100,193,0.09326167997678832
102,91,193,1.2025788342348962e-8
111,82,193,0.36950081702315063
107,85,192,4.5414983484329284e-5
133,59,192,0.9644299192650754
64,128,192,0.025968884546793084
117,75,192,0.0011547174856728194
69,123,192,0.024115923346225622
39,153,192,0.08139481150030385
66,125,191,0.0010483651452935275
37,154,191,0.02519169981924898
128,62,190,0.11302026105487464
89,101,190,NaN
88,102,190,1.5887493898227783e-13
152,37,189,8.667196175481838e-17
89,100,189,0.26407466116827416
149,40,189,3.7308567160225876e-13
66,123,189,0.5464096398127916
122,66,188,NaN
103,85,188,0.8428644459258107
105,83,188,0.0004186729736781827
57,131,188,2.1246781433308645e-5
109,79,188,3.219229088321147e-7
58,129,187,0.8302287522477523
40,147,187,0.922423104079044
28,159,187,0.003428420523228493
22,165,187,0.0075382516023197385
135,51,186,6.425111306786521e-17
90,96,186,0.5511071721663716
71,115,186,0.23443636948631028
134,51,185,0.17525751587102922
121,64,185,0.872444129039969
165,20,185,1.8805578011997832e-12
85,100,185,8.834019006060534e-12
87,97,184,0.049272675883731534
84,100,184,0.012964775493524951
85,98,183,0.12762163803186358
73,109,182,4.826482695533844e-5
152,30,182,0.8909590781505728
145,37,182,1.2914818511926093e-14
20,162,182,4.196344827959019e-9
109,72,181,0.13891343900694655
34,147,181,0.02400773334919888
71,110,181,0.9067597060883621
134,47,181,0.004967440620753761
88,92,180,0.6934906734768275
107,73,180,0.6826185730663652
82,98,180,1.4443525474675038e-12
119,61,180,0.2795481783803956
72,108,180,3.757965104937445e-6
112,67,179,2.5208089728076386e-9
129,50,179,0.00010660895130845854
16,163,179,1.4383599147442788e-7
127,51,178,NaN
151,27,178,0.8827029182911803
102,76,178,0.01344436725055195
54,123,177,0.05916634506716057
66,111,177,2.306272266164113e-9
71,106,177,0.7618549457799452
77,100,177,0.2986584511622306
61,115,176,8.814629128489099e-5
78,98,176,0.08690916706822671
70,106,176,0.6246867595980218
125,50,175,0.0011746029617338795
111,63,174,0.008542218778885172
102,72,174,0.07132488326814186
122,52,174,0.9475679371961635
66,108,174,0.000879899216180822
64,110,174,0.04381843531057225
68,106,174,1.9598036795545011e-7
66,108,174,0.00010260067905024022
63,111,174,0.3193104281105608
84,90,174,0.18512174296069345
15,159,174,2.6984600782052442e-8
40,133,173,0.004721095466340178
47,126,173,2.300255989182304e-7
96,76,172,0.017809239281788392
33,139,172,0.009733974875637768
42,130,172,0.002362185441926391
84,87,171,0.00022638916728823276
138,33,171,6.777678826870958e-15
80,90,170,1.5822478482637527e-11
66,104,170,0.013643408925182964
84,86,170,6.331500007837197e-13
84,86,170,NaN
20,150,170,1.358766986011149e-7
90,79,169,0.3193104281105608
32,137,169,0.006587870960541693
35,134,169,NaN
108,60,168,0.0040145729707337235
70,98,168,0.8089861269655138
100,68,168,6.37389539241924e-5
21,147,168,0.010693638655550508
51,116,167,2.3796805073061387e-12
127,39,166,0.0789721751018041
76,90,166,1.3526404393714826e-13
37,128,165,0.0002712821882619915
69,96,165,0.029829907251662038
66,99,165,3.071750264549688e-5
39,126,165,0.04263845043616167
17,148,165,0.0267496643697682
68,96,164,0.0011503402038782942
122,42,164,0.9659495665715027
106,58,164,0.29464595851733266
117,46,163,0.05916634506716057
79,84,163,0.7188460181803934
118,45,163,0.3707283639301017
50,113,163,0.053464462187329954
87,75,162,0.0038603599117973692
80,82,162,9.975064759954571e-7
71,91,162,0.04521700303801734
71,90,161,0.047774725331548334
45,116,161,0.6182281913582011
25,136,161,9.499009578210973e-16
74,87,161,0.36321769989730956
81,80,161,0.2088844544951591
24,137,161,0.02891162146845798
25,136,161,0.28663693110130434
101,59,160,0.00860264728312664
109,51,160,0.16371553329712646
79,81,160,0.3812290712447588
77,83,160,NaN
79,80,159,0.5983910585585586
26,133,159,0.09959687130735716
98,60,158,0.9202947794084068
78,80,158,0.23313062041894958
112,45,157,0.010711295363679535
74,83,157,0.5983910585585586
114,43,157,0.00011002650327946149
53,104,157,0.0001517941869791574
56,101,157,0.012741653266331953
85,72,157,0.02889770202675956
42,114,156,0.1914692023208227
82,73,155,0.0047652037373734895
132,23,155,0.8540779311275918
113,42,155,1.9632832071465525e-6
110,45,155,0.5983910585585586
75,80,155,NaN
78,77,155,2.637893092974214e-9
42,113,155,3.6936521591304214e-10
82,72,154,0.9996284175028579
99,55,154,0.6711172142161339
99,55,154,2.0680385442031307e-19
83,71,154,NaN
62,91,153,0.5798072691455695
114,39,153,0.00012175039398059243
73,80,153,0.2375163974144539
17,136,153,2.9615571767929537e-8
100,51,151,0.04263845043616167
109,42,151,1.4299152226493703e-7
85,66,151,0.0022481024187143536
121,29,150,NaN
103,47,150,0.7188460181803934
79,71,150,0.0037629404827828777
75,75,150,0.11947231924770366
94,56,150,NaN
76,74,150,1.4976470750819746e-19
112,37,149,0.15130489367694008
104,45,149,0.00789902270808456
47,102,149,0.12806056828393825
43,106,149,0.215482903870046
44,104,148,0.35110760210848035
81,67,148,0.07616835997014719
14,134,148,2.560598831016751e-5
59,89,148,5.67052984510838e-17
61,86,147,0.04755091632927547
101,46,147,NaN
109,38,147,0.06382257424423139
36,111,147,0.7190347398634793
56,91,147,0.13221071469067883
98,48,146,0.06839835919005817
41,105,146,0.2966109159941203
110,36,146,0.008979682360075703
67,79,146,4.088086830712681e-6
47,98,145,0.72278772535037
79,66,145,7.422861373315646e-6
81,63,144,0.7226578503646806
38,106,144,5.697106910488304e-7
25,119,144,1.3158224490746995e-14
67,77,144,0.5028184867791117
88,55,143,0.2647482313462369
96,47,143,0.001282165797458535
84,59,143,NaN
52,91,143,1.2481199267661267e-14
82,61,143,0.007436978370272145
47,96,143,0.9459327480645936
25,118,143,0.013862122853938692
57,86,143,0.0010857143352451287
107,35,142,5.599518770777752e-13
68,74,142,0.5076524678986474
73,69,142,0.0007878080255727324
53,89,142,4.37581197554331e-12
43,99,142,0.0006848140807714328
79,62,141,1.6180132205941555e-17
88,53,141,1.4065311561656198e-7
19,122,141,0.292872354514464
44,97,141,0.18025702470738764
87,54,141,0.11518815992355043
47,94,141,9.637244292392102e-5
31,110,141,1.001425423776751e-5
56,84,140,0.9036344352857387
60,80,140,0.08562647313259962
90,50,140,0.0011564175677480843
83,57,140,0.9954273361972739
34,105,139,0.5523648636569257
100,39,139,1.1801434943986678e-9
20,119,139,2.608559569430847e-6
77,62,139,0.005781446306356332
74,65,139,0.10018035317806351
27,112,139,NaN
72,66,138,4.08783186049268e-33
17,121,138,0.0482770340951216
63,75,138,0.36374176270060876
51,87,138,0.0003062273548316425
82,56,138,0.00220877136596021
82,56,138,0.0008031207005340405
32,106,138,0.17623714140297814
25,113,138,0.0004702095519417275
23,115,138,0.8723440292898591
71,66,137,8.10231607288714e-9
78,59,137,0.0003117426202446924
74,63,137,0.8302287522477523
65,72,137,0.13373310541962294
14,123,137,5.24304271706922e-7
60,77,137,0.2088844544951591
98,38,136,NaN
82,54,136,0.36374176270060876
85,51,136,0.6467511389745534
66,70,136,8.171970313304924e-17
66,70,136,0.07878471656911908
43,93,136,0.2424026771802994
80,56,136,0.08192689315391594
16,120,136,1.179338264221691e-6
124,11,135,9.957935811543975e-16
53,82,135,0.16726654180211
106,29,135,6.425111306786521e-17
30,105,135,0.06276361425465614
42,93,135,0.01530342682718655
18,117,135,0.43690900676019734
12,123,135,2.795972131710965e-6
46,88,134,0.1791109280893668
57,77,134,0.021301485674235433
51,83,134,0.08359039845075691
17,117,134,0.007478557878420589
56,77,133,8.06108619455547e-10
122,11,133,0.033794212328028754
57,76,133,0.9048589751942695
50,83,133,0.02416317727976305
100,33,133,NaN
94,38,132,0.07050116585235629
89,43,132,NaN
77,55,132,0.013966591513796032
16,116,132,0.41042378787561506
67,65,132,0.2426068904918033
41,90,131,2.207705712201731e-26
76,55,131,0.149004196454422
72,59,131,NaN
42,89,131,0.7808948524004466
18,113,131,0.13221071469067883
108,22,130,0.006433224294628806
69,61,130,0.0005413492280922634
38,91,129,0.6967268110902411
56,73,129,0.2208525264003868
94,35,129,0.5668738675059685
86,43,129,4.4933837586559854e-35
28,101,129,0.18008769688421414
25,104,129,9.659960539589056e-7
18,111,129,1.6472689238834112e-7
58,70,128,0.3886855322389094
115,13,128,1.1303068124382624e-5
90,38,128,0.029269190734238656
65,63,128,0.5970834027703462
80,48,128,0.26366841270292274
73,54,127,6.409524906584169e-10
79,48,127,NaN
92,35,127,0.0004702095519417275
64,63,127,0.0025202816962673047
32,95,127,0.0001326997144677033
43,83,126,3.2326392817902604e-8
72,54,126,5.4496316935022925e-5
91,35,126,0.04263845043616167
66,60,126,0.00789902270808456
26,100,126,0.23520649650854974
35,91,126,0.08678071948963988
90,35,125,NaN
101,24,125,3.360830975464034e-5
77,48,125,NaN
32,93,125,0.25925508131210767
83,42,125,0.0059175962629531955
60,65,125,0.03573862828111791
107,18,125,0.009607124439764357
55,70,125,NaN
14,111,125,0.41042378787561506
37,88,125,9.558759307292915e-9
33,91,124,0.9574121554627333
24,100,124,0.08139481150030385
60,64,124,0.2088844544951591
20,104,124,0.6339046081392897
75,49,124,0.5523648636569257
88,36,124,NaN
42,82,124,0.007485788801246609
90,33,123,0.19033711881971382
46,77,123,0.7822433197015767
25,98,123,0.6879328882037083
79,43,122,1.352208103543597e-16
76,46,122,NaN
73,48,121,NaN
75,46,121,0.7935049952260002
66,55,121,0.36374176270060876
34,87,121,0.0023123473912791377
101,20,121,0.031391057588326464
27,94,121,3.0212463176195767e-5
28,93,121,0.006007478310373328
72,49,121,0.08491717936844961
59,62,121,0.006814343764955544
82,38,120,0.9897439496286484
73,47,120,0.09197754397825156
49,71,120,4.2748638382638904e-5
37,83,120,2.3561813990770478e-6
88,31,119,0.00020584805731199547
100,19,119,1.2058768248644161e-20
107,12,119,1.0626794187162992e-12
54,65,119,0.02049447466443112
6,113,119,0.2595594684228491
75,43,118,NaN
74,44,118,NaN
72,46,118,0.002165319279593363
73,45,118,6.208446228454305e-9
91,27,118,0.6975619873844571
66,52,118,0.018408975968515692
66,52,118,0.11900191566861987
45,73,118,0.029824284599219358
29,89,118,0.15090523984488358
17,101,118,7.793810584379235e-6
26,92,118,0.013926537567339014
54,63,117,0.5076524678986474
84,33,117,0.8652212988963938
80,37,117,NaN
66,51,117,0.7691549996022239
60,57,117,NaN
13,104,117,0.0005360788173801316
74,43,117,0.7933412387573295
17,99,116,9.075773288982308e-10
88,28,116,0.0011178023460608148
48,68,116,2.5770111765466975e-6
85,31,116,0.11593356160669373
53,63,116,0.044015513192781484
14,102,116,0.5977046975334833
58,57,115,0.8940446398216496
48,67,115,0.0012198188599980824
75,40,115,0.011094905684373692
95,20,115,1.8455602485932724e-6
29,86,115,4.575006436176589e-8
44,70,114,1.618865776394986e-15
63,51,114,0.003897448785975349
63,51,114,5.842466643132236e-10
53,61,114,0.0015030241031551343
19,95,114,0.07494908197964965
10,104,114,0.5523648636569257
31,82,113,0.2088844544951591
45,68,113,0.022065711416375124
