hfq_lcd_1,hfq_lcd_2,nb_ints,bp_fdr
822,407,1229,0.9888383068434982
670,557,1227,0.43614794933242046
774,453,1227,5.470352404886609e-6
697,514,1211,3.273491559089861e-11
829,382,1211,6.567515211334238e-12
749,461,1210,0.09734109716135218
743,441,1184,0.16403686195108014
873,301,1174,0.7332177371595686
344,829,1173,0.3760544360670689
747,417,1164,0.14500658040493047
908,249,1157,1.408326509589468e-22
775,379,1154,0.017639777716710513
880,256,1136,1.9306741224030746e-5
864,271,1135,0.04106991595612969
666,466,1132,9.99146142236065e-14
842,284,1126,0.0319649622640871
405,720,1125,NaN
844,280,1124,0.022323395255758344
458,663,1121,0.2736599385245901
680,441,1121,0.016627813551177786
366,755,1121,0.15921953565114888
413,707,1120,NaN
417,701,1118,NaN
767,342,1109,0.001998655028181177
382,716,1098,0.23998440172325927
794,298,1092,0.7543477490867276
649,440,1089,1.9819069376440412e-5
788,298,1086,0.827016881419599
769,307,1076,0.39287186255078504
642,434,1076,0.26707101758781565
791,284,1075,0.043199805379105054
680,395,1075,0.6712383773432721
873,201,1074,0.9591602820049496
766,298,1064,9.338542188657377e-10
751,312,1063,5.540360544096796e-28
677,381,1058,0.9970571705660727
772,275,1047,0.004582407044711672
705,341,1046,0.8597792096635031
772,270,1042,0.004491017493772918
563,456,1019,0.7108663589782137
675,340,1015,2.4461248114730045e-6
377,632,1009,0.15921953565114888
707,298,1005,0.9999951259556419
550,451,1001,0.10197148233323541
822,175,997,2.6689669667771336e-9
702,289,991,0.6185582093370283
633,358,991,2.9276993361456496e-5
783,208,991,0.027150137488542374
808,179,987,1.9164267794931402e-13
643,343,986,8.797505142006854e-8
764,222,986,0.6990667746156102
642,343,985,0.0001682598000017856
355,626,981,0.23998440172325927
671,309,980,0.3275964910485879
709,265,974,0.18342590517711166
587,387,974,2.022840820442497e-15
346,626,972,0.7641629005282548
659,312,971,0.00015252236875429155
542,424,966,3.899660608027249e-17
775,178,953,4.800052613365545e-9
597,353,950,0.00031793566501493763
581,369,950,0.03230741676234196
599,349,948,0.4789139135100475
587,356,943,0.5908788993790747
603,339,942,0.1489308154019728
303,638,941,0.11835585687382275
308,630,938,0.18342590517711166
627,310,937,0.7923523707875192
540,388,928,0.45491516343594024
650,274,924,0.2736599385245901
333,588,921,0.34926187684352356
588,314,902,0.0005641778126222189
658,242,900,0.003349504107904611
675,214,889,2.9524163708357238e-5
268,615,883,NaN
307,575,882,0.20936945520216732
685,194,879,4.1292740060541047e-7
706,172,878,0.6613966634587408
609,267,876,0.055177676453323304
642,232,874,0.483768449142263
652,217,869,0.027150137488542374
579,282,861,2.5216221470429454e-10
554,305,859,0.6185582093370283
489,362,851,0.2582437776952597
625,218,843,1.448698055170472e-19
594,248,842,0.0021679292106529047
550,292,842,0.9919214683718085
267,567,834,0.43614794933242046
655,179,834,0.00894192662617772
574,257,831,0.0021679292106529047
536,292,828,0.6613966634587408
695,121,816,0.00352037150464529
454,359,813,0.29016255041090316
563,250,813,9.357088022641609e-7
659,153,812,1.6384415557650474e-10
657,152,809,1.2545317901159039e-17
566,243,809,0.1026612005498701
591,215,806,0.5757595332036677
500,305,805,0.0003372331748803163
530,255,785,0.11212018654435618
549,235,784,0.11835585687382275
575,209,784,3.172726330987958e-5
466,314,780,0.020117745710055597
297,480,777,0.2736599385245901
509,266,775,1.5885217601369429e-6
521,253,774,0.09422613455708567
501,273,774,5.5664425857827305e-8
541,226,767,1.9182697514138894e-8
632,133,765,2.3009743063076757e-10
552,207,759,0.1026612005498701
427,331,758,0.19299920827215483
444,312,756,3.1449382464916053e-16
464,289,753,4.904792324768361e-12
535,214,749,0.5859524207007283
248,501,749,NaN
566,178,744,9.655332860461015e-12
554,189,743,0.8256052443275868
471,263,734,0.0053021338430499845
520,214,734,0.03957133957525824
238,486,724,NaN
498,225,723,0.029812443998207643
451,268,719,1.154035173161865e-21
541,178,719,6.148207806767085e-6
529,185,714,0.7641629005282548
460,249,709,0.8770122193000203
469,237,706,1.3360728290799146e-43
526,178,704,0.15790962478348913
433,271,704,0.0006910815739374752
461,238,699,2.2151409763308474e-5
534,164,698,0.8185843942460208
504,191,695,0.7384279017011017
465,218,683,NaN
484,198,682,7.117903395412878e-18
487,194,681,4.5898517086697747e-5
387,292,679,0.43614794933242046
497,178,675,0.03519883922026284
498,177,675,4.9396854356504033e-5
496,177,673,0.6917489313751958
225,448,673,NaN
370,296,666,0.7848884310940507
498,167,665,0.7641629005282548
496,162,658,0.7129186565639434
233,422,655,0.08869205529953894
522,130,652,0.00013177899634778386
370,279,649,0.04937587322664477
480,167,647,0.8039562291695337
464,183,647,0.0001482989380878042
401,246,647,0.6990667746156102
353,291,644,0.027559106214863925
479,165,644,0.7527230921235766
503,138,641,0.027150137488542374
333,308,641,0.2736599385245901
469,172,641,0.0001736773272663352
471,166,637,0.9433412321949546
495,138,633,0.17914986567718044
484,149,633,0.0008273490898699496
438,195,633,5.116972289993442e-9
357,273,630,0.7467471684436118
447,183,630,0.043199805379105054
391,238,629,1.527454817994931e-8
405,224,629,5.509582487647983e-12
344,282,626,0.43740625785150594
434,191,625,0.004416439082292304
219,406,625,0.2736599385245901
448,174,622,4.552080153173817e-14
503,118,621,0.1036374594206982
428,192,620,0.009912176912471659
229,389,618,NaN
396,220,616,0.6569187795851172
211,402,613,0.9686139634526727
442,170,612,2.136287035476442e-8
421,190,611,0.2736599385245901
481,130,611,0.9793167171206922
428,181,609,0.1376319999999998
394,211,605,0.0009775841584143525
416,188,604,0.34926187684352356
446,156,602,0.34926187684352356
459,140,599,0.003853646011881792
454,141,595,3.842262575199955e-17
447,146,593,7.738150944370823e-11
352,241,593,0.4940637038427575
348,243,591,0.9326921332428637
420,168,588,2.136674781956726e-15
347,239,586,1.1231305587153853e-5
432,153,585,0.893076864532752
391,193,584,NaN
212,370,582,0.1026612005498701
384,197,581,7.393304329232651e-5
422,157,579,0.03782247324613561
410,169,579,3.5467616533471726e-11
420,158,578,4.16983741476314e-11
444,132,576,0.5954256388698164
223,351,574,NaN
419,155,574,0.0004992333963517297
330,242,572,0.33137132309996475
200,371,571,0.5757595332036677
415,152,567,0.9901679048769194
402,164,566,2.3754332971056576e-8
358,208,566,0.0020438477702251507
389,174,563,0.9327497693242877
335,228,563,0.0016054134007214645
381,180,561,3.4840521512268786e-5
203,358,561,0.15921953565114888
213,347,560,NaN
404,153,557,0.6018748120325317
380,175,555,7.582759511480727e-10
396,157,553,0.7958783377390821
207,346,553,0.03230741676234196
162,390,552,0.2736599385245901
193,357,550,NaN
413,136,549,0.5994142208354148
293,256,549,0.06721792224179213
425,124,549,0.2736599385245901
325,219,544,0.08055132041409853
349,194,543,3.3637829735935784e-10
354,188,542,0.015954486747247996
401,136,537,1.3847940303729417e-24
398,139,537,0.07863010470287361
394,141,535,4.2576251743218765e-7
373,161,534,0.5690899486011727
405,127,532,0.7332177371595686
394,133,527,0.0004977484689822417
253,272,525,0.7925166447343686
382,143,525,0.49462046002503623
379,144,523,2.036307601942147e-19
393,128,521,0.029251171761279924
369,150,519,0.8947439957747845
362,157,519,0.0034777328335351544
317,201,518,0.483768449142263
367,151,518,0.5627958431695879
336,181,517,0.027150137488542374
361,156,517,1.3156532302321694e-5
325,192,517,0.007773760197737865
328,188,516,0.0022023605902312935
351,163,514,0.06462027777915799
300,212,512,NaN
329,183,512,0.04326150525982932
382,129,511,0.011953980371873072
354,156,510,6.186921460099644e-6
352,155,507,0.08869205529953894
392,115,507,0.2493239751295628
319,188,507,5.276226491923134e-8
375,131,506,0.004652036463168367
370,135,505,2.4461248114730045e-6
404,98,502,2.9685554484975118e-5
269,233,502,0.8323950353936013
374,128,502,0.04984810424859792
367,134,501,0.9573475369461139
175,326,501,0.8395040133151549
348,152,500,NaN
337,159,496,1.4648841550908446e-16
356,139,495,0.20936945520216732
320,175,495,0.6185582093370283
350,144,494,6.024802901780003e-7
357,134,491,0.000316719237675304
339,151,490,0.0005504446583422814
308,181,489,0.0016054134007214645
343,145,488,0.6185582093370283
338,150,488,9.643883116075992e-6
367,119,486,4.361243027988182e-15
359,126,485,0.31128496075105533
350,134,484,0.0034675739992756547
300,183,483,1.471016479038203e-9
322,161,483,9.09436889533291e-6
328,154,482,0.0084309297381719
275,206,481,0.7332177371595686
370,111,481,0.16702731667071244
313,167,480,0.7826219747951388
393,86,479,2.109557753518189e-9
181,298,479,0.21201484474494117
317,161,478,2.085773118766298e-19
304,173,477,1.2244021706619595e-8
252,225,477,3.83745466412276e-5
351,125,476,0.00018735098189334948
327,147,474,0.6013506174309833
326,147,473,0.31128496075105533
331,141,472,0.0569687888815355
348,124,472,0.43614794933242046
352,119,471,7.686179683703045e-7
351,119,470,1.7437571865222552e-10
348,121,469,0.9089172809145529
305,163,468,3.4345615131303555e-8
331,137,468,NaN
129,339,468,0.5757595332036677
335,131,466,3.637555745947246e-5
356,110,466,0.00033262856545876425
310,155,465,0.044885831482777375
278,187,465,0.7638954682721718
156,308,464,0.34926187684352356
298,165,463,1.0118082185892941e-9
325,137,462,6.8882174168714e-5
335,126,461,2.8910240966269923e-9
331,130,461,3.113968441852823e-5
354,104,458,0.047963064047852416
330,128,458,1.9507623644184045e-10
349,108,457,7.755729609042557e-10
369,88,457,2.7987743300720525e-34
305,152,457,0.023225536462391328
297,160,457,NaN
259,197,456,2.040438654862486e-6
301,155,456,1.275390964324242e-10
142,310,452,0.13152715777553387
348,103,451,0.43614794933242046
282,167,449,0.45574032487896876
282,166,448,3.0922807269459945e-5
278,169,447,0.01813759589359358
319,127,446,3.273491559089861e-11
285,161,446,7.174505571355466e-5
284,162,446,0.09540453992760473
236,210,446,0.6928166758433663
301,141,442,3.0009565235079304e-9
247,193,440,0.027658236644819114
310,130,440,9.696105386211104e-14
317,123,440,0.0005420796851532962
274,165,439,0.038758733092274594
347,92,439,0.483768449142263
309,130,439,1.5082880345396044e-13
351,86,437,0.08117432768899523
261,174,435,0.7516140174133519
309,124,433,1.1773457973033891e-5
257,175,432,0.547453758536751
282,150,432,1.325205873983658e-5
288,141,429,6.901724477098971e-5
331,98,429,3.6327238270558904e-12
290,139,429,0.6064880066841695
327,99,426,0.01574106682249349
245,181,426,0.8824153133380059
284,141,425,0.27896412715414864
311,114,425,9.217989552330963e-13
214,210,424,0.31128496075105533
240,184,424,0.004638916467927132
304,119,423,8.867689500197922e-11
300,122,422,NaN
345,75,420,0.062408496621265096
355,65,420,0.057534145164647395
322,95,417,0.6607356620204026
165,251,416,NaN
275,141,416,0.9079098270401949
144,271,415,NaN
302,112,414,0.0021575213949523333
324,88,412,0.34926187684352356
274,137,411,0.20936945520216732
160,250,410,0.31128496075105533
249,160,409,0.0026137539285502995
198,211,409,0.06672475971493316
232,176,408,0.011186853039374209
312,96,408,0.250098493881437
290,118,408,1.5762511154927138e-14
288,120,408,3.50715934747368e-8
264,143,407,0.015629876081745188
250,157,407,0.9975709335651918
333,74,407,1.874632848756246e-6
279,127,406,0.0004939587289315287
203,202,405,0.8395040133151549
142,262,404,NaN
279,124,403,9.523780693693144e-6
273,129,402,0.0976356096709409
272,130,402,0.6012491811260604
148,254,402,0.18342590517711166
313,88,401,7.65269294621157e-7
276,124,400,7.312248079180799e-5
274,125,399,1.467137167627525e-15
233,165,398,0.9942527729726875
138,259,397,0.4526590152587507
302,94,396,0.757342082281072
299,97,396,0.5590472493439671
268,127,395,4.2830956492518747e-7
235,160,395,0.0569687888815355
140,254,394,0.6434026490785496
253,141,394,0.19293591911568295
238,155,393,0.32775268974396854
270,122,392,0.927578547820334
297,95,392,0.32367752356775625
315,76,391,0.23551541559606182
326,64,390,0.31128496075105533
257,132,389,0.04820315372576031
271,118,389,0.16241279859036112
264,124,388,0.7084209423308241
258,130,388,4.5578762021407866e-7
293,95,388,0.898202925463145
305,82,387,0.23998440172325927
237,150,387,0.43926743834495013
145,240,385,0.531729986764269
205,180,385,0.3630920513611683
207,175,382,0.016627813551177786
231,151,382,4.446053599928047e-13
214,165,379,6.38088394206332e-11
293,85,378,3.059271595211157e-11
262,116,378,0.06251289609731031
258,120,378,5.257300008392167e-7
249,128,377,0.01541465030940761
248,129,377,0.01903442691999154
240,136,376,0.34926187684352356
233,142,375,0.009358415636733381
262,113,375,0.9540018878421507
242,129,371,0.7429656122533138
140,230,370,0.6039477738133134
138,231,369,NaN
212,157,369,1.889019722377074e-8
217,152,369,0.8821773510776568
217,151,368,0.4252276354548057
241,124,365,0.33375904791779876
283,82,365,0.00028534719793771925
256,108,364,0.000865804926695465
264,100,364,0.531729986764269
214,150,364,0.5757595332036677
201,162,363,0.671681412767706
246,116,362,0.6613966634587408
241,120,361,0.03230741676234196
248,112,360,0.8425366029012966
252,108,360,0.43614794933242046
206,153,359,0.7738213761092331
252,107,359,0.0569687888815355
244,114,358,0.9209789316492126
269,89,358,0.0019537371073237017
277,80,357,0.012022118863049316
244,113,357,1.0251874689064326e-6
275,80,355,0.026003260824938028
200,155,355,0.0006599753937249577
261,93,354,0.10052036045264692
269,85,354,4.9708605158852365e-9
194,160,354,1.1457020160497435e-10
253,100,353,NaN
257,95,352,0.027150137488542374
224,128,352,0.2623394723845142
241,110,351,0.893076864532752
269,81,350,0.9051157380767728
263,87,350,0.23998440172325927
266,84,350,9.66579526690323e-14
252,98,350,0.23405814551624687
240,109,349,0.9686139634526727
224,125,349,0.9825666457230748
261,88,349,0.893076864532752
283,65,348,0.47919470573120637
257,90,347,6.336789597920604e-7
251,96,347,0.002514442743431079
227,120,347,0.7332177371595686
235,112,347,0.36282074580069584
249,97,346,1.5964335465954947e-6
226,119,345,0.7641629005282548
241,103,344,0.041103995631695915
226,117,343,NaN
245,97,342,NaN
277,65,342,0.00017414276573134174
242,99,341,0.005758876791720298
245,96,341,0.0008957888696409281
182,159,341,0.43622458111626006
236,104,340,0.27654819534762787
246,93,339,0.6613966634587408
240,99,339,NaN
115,224,339,NaN
255,83,338,2.4587875125933467e-11
242,96,338,NaN
248,89,337,0.2736599385245901
234,103,337,3.315171797585692e-6
244,92,336,0.06778471383143507
152,184,336,0.948604010414298
216,120,336,NaN
230,106,336,4.72405784213334e-12
246,89,335,0.31128496075105533
238,97,335,0.03782247324613561
231,104,335,0.20936945520216732
243,89,332,0.00012956583126476695
160,172,332,0.7269799636973463
225,105,330,0.2736599385245901
254,76,330,1.2844782440903275e-7
229,101,330,0.059037259683391706
225,103,328,0.40234675123063945
231,97,328,1.2683627104068974e-5
226,102,328,5.150565579792889e-7
245,82,327,0.7755436759198153
211,116,327,0.8395040133151549
241,85,326,0.2856643801046732
231,95,326,0.9167292397533466
197,128,325,0.9941151231336378
231,94,325,0.002514442743431079
266,58,324,0.04937587322664477
265,59,324,0.08269783085022454
233,91,324,0.31128496075105533
254,70,324,0.31128496075105533
231,92,323,0.0013385109150403749
180,142,322,4.6812873961036805e-8
230,92,322,1.6004442491303208e-24
235,87,322,1.1050252806716725e-13
218,104,322,0.06988812660110925
214,107,321,0.07498835483052184
262,59,321,0.0014862082624247756
203,118,321,1.1250426183302586e-6
196,125,321,0.043199805379105054
236,85,321,0.9137617238306196
238,82,320,0.002486022298886985
211,108,319,0.0009342553575815736
209,110,319,2.569625843855623e-11
232,86,318,0.021920898298056428
212,106,318,1.4008225473801017e-10
240,78,318,0.019285476386815974
197,120,317,1.525798977038545e-7
223,93,316,0.9145553825036765
207,109,316,0.00013023151512614532
184,132,316,8.194403959567945e-5
230,85,315,0.08869205529953894
209,104,313,4.5898517086697747e-5
232,81,313,0.3073595980237345
247,65,312,1.7658652788305073e-6
206,106,312,2.377810187406527e-6
221,91,312,0.009649192297534177
219,93,312,0.2736599385245901
219,93,312,0.016627813551177786
191,120,311,0.34926187684352356
231,80,311,5.926681763922713e-5
224,87,311,0.9444758416552013
221,89,310,0.531729986764269
218,91,309,0.9824267349565349
245,64,309,0.027988959395328916
227,82,309,0.8341874140269259
217,92,309,0.34926187684352356
222,86,308,0.004833727069131877
228,80,308,0.004096838932268413
181,127,308,0.06721180195946935
223,84,307,0.00010617017714266993
213,94,307,0.00053911677147795
233,74,307,0.41132135916460105
191,116,307,0.0037914093054994256
231,75,306,0.43102924124852
138,167,305,0.008543582796747417
207,98,305,0.28433356189445097
187,118,305,0.40417240515843406
233,72,305,0.0003493442229246393
210,94,304,0.013642998401684292
190,114,304,6.538220815114407e-15
156,148,304,0.893076864532752
182,122,304,0.7332177371595686
235,68,303,0.04190780818778377
90,213,303,0.08869205529953894
252,51,303,0.04063229773968795
192,111,303,0.9208218118632511
189,114,303,6.129798226633204e-5
221,81,302,9.338542188657377e-10
198,104,302,0.6613966634587408
213,88,301,0.7332177371595686
191,110,301,0.6990667746156102
223,78,301,NaN
210,91,301,0.02995277983175996
202,99,301,0.531729986764269
178,122,300,0.02831159011087897
210,89,299,0.483768449142263
191,108,299,5.430929538371014e-11
190,109,299,4.4080988573111795e-9
220,78,298,5.1558286434303e-8
125,173,298,3.0074627357297192e-5
203,94,297,0.0012403929242994123
202,95,297,0.48955540163241956
180,116,296,0.0012573972726024414
171,125,296,4.699976994318955e-9
187,108,295,0.9490067724511964
193,102,295,9.88706112843562e-9
197,98,295,0.9079098270401949
205,89,294,3.842262575199955e-17
158,135,293,0.14487765000473884
200,92,292,6.205152454346482e-20
195,97,292,0.011791730375630768
123,169,292,0.7054942637690043
213,78,291,0.022842608399022357
158,133,291,0.22588217907381478
215,76,291,0.9079098270401949
188,103,291,0.0014427764860723833
178,112,290,0.13559932380851608
143,147,290,3.2619572238011254e-7
236,54,290,0.36134410356437063
185,104,289,0.2736599385245901
191,98,289,0.005383065662510464
227,62,289,0.9948065420449246
154,134,288,0.43614794933242046
221,67,288,0.003717744404017453
186,102,288,0.0569687888815355
242,46,288,0.7925166447343686
201,85,286,0.8314456693859251
167,119,286,0.697367055160371
187,98,285,0.07152069098701269
209,76,285,0.007274691225131928
197,87,284,0.7447417677147334
189,95,284,0.08976655968619841
177,107,284,1.6293677588787925e-13
174,110,284,0.0017872282340199344
201,82,283,2.2635933587738875e-13
208,74,282,4.0497991556628134e-13
211,71,282,0.10595925195707837
160,121,281,0.018919692379261055
185,96,281,0.31128496075105533
190,90,280,0.34926187684352356
122,158,280,0.5757595332036677
216,64,280,0.8185843942460208
186,93,279,0.061053062563699044
215,64,279,0.483768449142263
207,71,278,0.35549845422829435
209,69,278,9.545499024531267e-7
183,95,278,0.7566071109023711
151,127,278,9.134704095488328e-13
207,70,277,4.16983741476314e-11
192,84,276,0.5251610125534504
185,91,276,0.7940984764668867
133,143,276,0.6613966634587408
197,78,275,0.7925166447343686
132,143,275,0.6185582093370283
204,70,274,0.005655068032960123
194,79,273,0.7991173541293757
176,97,273,0.25073548088180864
209,64,273,0.002514442743431079
181,91,272,0.4468411984254011
131,141,272,NaN
195,77,272,5.39284577193547e-5
125,146,271,2.9295796992259852e-9
214,57,271,NaN
200,71,271,0.0008090280553894186
186,85,271,0.5545911239301176
190,80,270,NaN
181,89,270,0.2736599385245901
188,81,269,0.24590685023277958
196,73,269,1.2991019440791408e-8
196,73,269,1.2818561494534005e-7
220,48,268,9.682754313256373e-5
181,87,268,2.640230542035899e-6
191,76,267,0.5757595332036677
187,79,266,0.7641629005282548
202,64,266,3.8061484838181177e-13
150,116,266,0.01087090777860733
183,82,265,0.6927253847812059
199,65,264,0.7925166447343686
191,73,264,0.12168464011324433
176,88,264,1.7437571865222552e-10
164,100,264,0.012022118863049316
134,129,263,0.0008936926952195534
225,38,263,0.0006719526321294852
157,106,263,0.0018842340377755503
187,75,262,1.9205381405351776e-9
189,73,262,0.34926187684352356
176,86,262,0.6613966634587408
182,80,262,0.15921953565114888
169,91,260,0.0184523111279404
200,59,259,0.8770122193000203
175,84,259,0.007196532393350652
180,79,259,9.853984886529548e-10
184,74,258,0.017779345901088133
187,71,258,0.18342590517711166
146,112,258,1.9011990952876658e-11
187,71,258,0.23620892776730248
154,103,257,0.5721243987403946
177,80,257,NaN
189,68,257,0.01098236564303265
150,107,257,0.02823983560963027
182,74,256,2.7778557137260355e-15
157,99,256,0.0005591942797710308
182,74,256,7.196374019520983e-15
187,69,256,0.04937587322664477
116,140,256,0.6990667746156102
158,98,256,0.10289809184363367
174,82,256,0.390088581715401
183,71,254,0.010433709625701192
138,116,254,0.0015171229278994386
149,104,253,2.490250145079366e-17
153,100,253,0.007658526745798251
185,67,252,0.981747362681317
195,57,252,0.02939637966307374
179,73,252,0.1120560865381861
163,89,252,5.226904530975997e-6
206,45,251,3.510691486425396e-5
118,133,251,NaN
158,93,251,0.1026612005498701
120,131,251,0.43614794933242046
74,177,251,0.4923940117641854
177,74,251,0.2827719797019191
183,67,250,0.01695646654461001
151,98,249,0.6346328661685533
177,72,249,0.9966764459882204
137,112,249,0.11461878756678
159,90,249,0.18342590517711166
79,170,249,0.390088581715401
157,91,248,0.4064112579461486
186,62,248,0.8073671442389148
118,130,248,0.390088581715401
146,102,248,0.9534153129152887
135,112,247,0.8910317674458138
183,64,247,0.18126988655147086
183,64,247,0.04091359070022686
162,85,247,0.14301599660327674
165,82,247,8.491143283623912e-6
152,95,247,0.047807440653218514
82,164,246,0.46322203485623936
141,105,246,7.222933618250138e-5
143,102,245,0.025415039668589604
145,100,245,0.4888584504285841
183,62,245,0.054316231700003895
168,76,244,0.015971122198071792
168,76,244,0.5252784563067427
172,71,243,0.001295132760978161
191,52,243,0.31128496075105533
193,50,243,0.0004159935804101475
103,140,243,0.7925433090125639
167,76,243,0.4017173297767051
144,98,242,0.031859224674115484
135,107,242,0.07272902565190482
181,61,242,2.1987229934999248e-5
178,64,242,0.5760027638678756
134,108,242,0.15976728529166992
169,73,242,1.286737641404601e-11
